Random waveform, supplied seed
Total number of intervals = 80 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614)
Average QPS expected = 53849
Timestamp start: 1777731839732
Timestamp end: 1777733040028

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      252.6   119.7    93.8   160.6   175.3   245.7   270.2   283.2   292.4   304.7   320.7   349.4   439.2  1288.5  5268.1   6881.4     6927
read      298.7   169.3    86.8   139.4   153.4   277.9   335.4   367.0   390.3   418.4   456.7   527.2   713.0  1888.6  5260.5  52873.5    52892
read      294.5   251.3    86.8   140.3   155.1   257.9   311.1   340.4   361.9   387.4   421.6   489.9  1068.2  3476.0  7710.5  98874.7    98921
read      269.0   112.0    86.8   139.5   153.1   259.7   310.3   335.6   352.4   370.9   394.7   429.6   517.4   795.9  2654.3  61205.3    61129
read      283.7   125.4    86.8   142.2   156.3   275.4   323.3   348.7   367.2   388.4   415.0   457.9   580.7  1005.5  3464.0  40596.1    40613
read      284.5   135.2    86.8   136.8   150.1   269.9   325.3   355.4   376.5   401.8   434.3   488.0   623.2  1027.3  3618.6  53094.3    53226
read      279.4   114.0    86.8   142.1   156.0   273.4   319.4   343.7   361.3   380.9   404.6   444.6   546.0   805.9  3368.1  38598.0    38560
read      298.5   240.1    86.8   141.3   156.5   260.0   312.5   342.0   363.9   390.1   426.4   504.3  1221.5  2962.8  7474.1 103564.1   103465
read      272.1   130.7    86.8   140.2   154.8   252.8   303.3   331.2   350.6   373.3   402.4   451.6   634.6  1322.3  3539.2 104816.6   104758
read      263.8   121.3    86.8   136.4   150.2   245.7   297.4   325.9   345.2   367.8   395.1   434.9   554.6  1183.8  2945.2  94667.7    94759
