Random waveform, supplied seed
Total number of intervals = 87 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881)
Average QPS expected = 53076
Timestamp start: 1778265506907
Timestamp end: 1778266807203

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      283.0   504.0    80.4   161.1   176.6   247.3   277.5   295.1   309.6   327.3   355.5   406.2   762.6  6243.4 21911.8   6909.3     6927
read      317.5   241.9    74.4   126.9   143.1   281.5   349.1   389.8   420.5   458.3   507.7   591.3   923.5  3188.3  7696.8  52905.2    52892
read      311.5   312.5    80.4   133.8   150.2   259.3   315.6   348.7   374.0   406.3   457.0   566.2  1431.0  4211.6  7922.9  99088.9    98921
read      303.5   221.0    80.4   124.2   139.3   266.3   331.6   372.6   403.7   444.3   497.7   583.9   872.1  2610.5  7626.5  61073.0    61129
read      377.1   432.0    74.4   128.2   147.8   309.9   393.9   439.0   471.0   509.4   562.3   663.6  2160.8  6076.7  9956.5  40537.7    40613
read      340.7   370.7    74.4   127.4   143.5   279.7   344.7   384.7   415.3   454.3   508.3   619.5  2061.9  4734.6  7993.8  53197.1    53226
read      387.6   475.4    74.4   130.3   151.4   314.0   395.0   438.1   468.9   505.9   557.6   672.6  2424.5  6473.0 11796.8  38565.3    38560
read      308.8   308.0    80.4   137.3   154.1   263.4   317.6   349.6   374.0   404.5   450.9   540.8  1162.1  4714.7  7972.5 103455.9   103465
read      286.2   189.6    74.4   134.7   151.1   256.8   310.0   340.4   363.7   392.5   432.1   506.4   791.7  2244.1  6217.8 104778.5   104758
read      275.7   173.6    74.4   130.4   145.6   247.3   301.7   331.6   353.9   380.8   417.6   483.2   752.9  2195.2  5011.6  94847.7    94759
read      352.1   359.1    80.4   129.2   149.4   303.2   378.2   417.7   446.0   478.7   522.6   599.8  1426.8  5337.2  8096.6  37774.8    37799
read      253.1   149.8    86.8   150.2   166.0   237.6   268.5   285.8   298.0   314.6   338.0   376.4   553.7  1692.5  7600.8   8309.9     8296
read      328.2   335.6    74.4   128.3   143.9   267.3   335.0   379.7   415.9   461.8   525.2   634.0  1400.6  4914.2  8009.4  69292.6    69443
read      285.7   129.2    86.8   157.8   177.4   272.4   312.2   334.8   351.3   370.2   395.6   436.0   587.0  1446.1  4245.9  12478.8    12517
read      346.1   264.6    74.4   133.1   154.0   312.7   387.6   427.5   456.1   489.9   534.1   608.9   908.2  3796.2  7606.1  43520.5    43591
read      307.6   128.5    74.4   144.6   170.5   298.0   344.7   369.8   388.2   408.9   436.9   488.3   640.1  1312.4  3217.8  20359.3    20430
read      308.1   297.0    74.4   133.9   150.2   258.3   314.2   346.4   371.8   403.1   451.9   558.0  1340.5  4095.4  7768.0  93615.2    93758
