Random waveform, supplied seed
Total number of intervals = 320 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072)
Average QPS expected = 57359
Timestamp start: 1777467098525
Timestamp end: 1777468698887

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      263.8   193.1    93.8   166.7   182.8   245.8   270.9   286.2   296.9   313.6   336.3   373.8   529.3  2300.7  7841.7   6908.4     6927
read      389.6   445.3    74.4   136.5   154.6   313.3   403.4   456.7   494.8   538.4   595.4   701.7  2209.3  6155.5  9651.2  52603.2    52892
read      402.2   579.8    80.4   136.4   153.4   280.6   344.2   383.5   415.8   462.5   546.1   840.2  3216.5  6705.2  8553.0  99136.6    98921
read      383.5   405.8    80.4   132.1   148.8   281.9   353.6   402.6   453.8   537.5   671.0   981.6  2260.4  3975.8  7989.0  60871.8    61129
read      376.0   397.4    80.4   139.0   158.3   313.0   389.9   432.7   464.6   502.0   549.2   637.0  2152.3  5394.3  8100.9  40632.6    40613
read      383.0   366.3    80.4   135.8   154.5   314.6   407.2   460.9   498.8   543.5   602.0   716.6  1798.4  4744.5  8036.3  53161.0    53226
read      388.5   537.4    80.4   137.0   156.4   315.1   391.4   430.9   459.1   492.2   535.8   620.8  2405.1  7881.8 12448.3  38525.2    38560
read      519.0   695.6    80.4   162.9   189.9   346.1   435.3   495.0   542.1   608.9   731.8  1539.7  3899.6  7570.4  8467.7 103873.2   103465
read      311.0   204.7    80.4   137.3   153.3   271.2   333.3   369.9   398.5   436.2   495.0   606.0   955.9  2375.4  5297.7 105068.6   104758
read      298.9   256.9    80.4   131.5   146.4   254.1   313.0   346.3   371.6   403.2   454.1   566.5  1079.2  3528.1  7415.0  94863.6    94759
read      378.6   615.1    74.4   138.7   157.3   299.2   365.4   402.5   431.0   464.5   508.6   592.9  2446.4  9327.7 16181.7  37616.6    37799
read      269.3   187.6    93.8   163.7   180.0   247.9   276.0   292.8   306.2   322.1   346.4   394.6   697.8  2473.6  7782.6   8279.2     8296
read      593.7   943.3    80.4   139.0   157.5   293.0   369.3   427.6   490.4   685.6  1527.5  2699.0  4389.9  8071.2 15485.5  69485.4    69443
read      279.7   122.9    93.8   159.4   180.2   264.9   299.1   320.3   336.7   355.4   379.3   424.9   614.3  1526.6  3085.0  12458.4    12517
read      388.4   505.1    80.4   137.7   157.4   322.2   404.7   448.3   478.3   512.7   558.6   640.4  1947.0  7922.2 12440.8  43723.0    43591
read      318.9   214.2    80.4   149.6   172.2   293.6   343.6   370.2   390.0   412.9   442.8   500.4  1058.1  2755.2  7500.1  20388.4    20430
read      493.3   744.9    80.4   143.8   164.1   300.8   370.9   417.3   457.4   516.0   654.3  1900.8  4005.2  7624.0  8850.6  93540.6    93758
read      270.6   142.8    93.8   161.1   179.1   254.3   285.3   303.7   318.4   336.6   360.8   402.2   600.5  1872.9  7075.4  10605.0    10485
read      300.3   173.0    74.4   152.1   174.8   279.7   323.2   345.9   363.3   383.5   410.6   463.2   837.1  2429.0  3705.2  16319.2    16518
read      476.3   753.1    80.4   136.0   153.4   287.4   356.8   402.6   444.8   505.4   630.8  1733.3  4074.0  7839.8  9718.8  83376.8    83230
read      239.5   104.8   101.3   161.2   174.3   228.3   250.3   263.4   272.4   285.3   302.4   335.8   453.7  1273.2  3849.3   5474.2     5484
read      414.0   564.4    74.4   132.7   151.2   305.2   397.6   452.4   493.4   543.3   615.3   808.6  2828.8  7766.8 13603.8  55361.2    55611
read      327.9   251.4    86.8   149.2   171.5   295.3   346.6   372.7   392.4   415.8   448.6   522.3  1281.1  3234.3  7523.5  20778.2    20774
read      483.3   746.0    80.4   139.9   159.0   296.4   367.3   412.2   452.0   513.7   665.4  1730.2  4009.6  7757.7 10348.8  96598.6    96726
read      312.2   179.7    86.8   137.3   155.9   288.9   348.7   382.2   405.7   433.3   468.3   525.3   799.5  2401.7  3438.2  32508.0    32442
read      431.5   638.2    74.4   130.6   145.9   267.9   338.4   385.1   424.1   478.8   590.1  1587.6  3363.4  7083.7  8103.1  73064.0    73039
read      297.6   245.9    80.4   126.9   140.5   250.6   318.1   359.0   390.5   430.3   485.2   578.2  1001.5  2812.4  7866.6  74026.4    74055
read      330.7   216.2    74.4   129.6   146.6   293.0   375.6   422.1   455.3   494.0   541.8   616.0   886.2  2603.2  4231.6  51195.0    51197
read      339.9   222.9    80.4   130.7   148.4   301.2   385.7   434.1   469.4   509.6   560.3   639.4   912.5  2779.4  7135.7  59481.0    59442
read      315.9   194.2    74.4   133.7   153.3   300.9   362.9   394.0   416.1   441.5   473.2   524.9   644.3  2467.7  7691.2  35774.4    35654
read      437.0   632.8    80.4   133.2   149.7   270.0   339.3   385.3   424.9   482.1   594.0  1680.5  3249.8  7162.9  8132.2  78839.2    78747
read      298.6   124.1    74.4   134.2   151.1   286.7   349.1   381.5   403.3   429.6   462.1   508.5   600.1   745.0  2168.6  42383.0    42212
read      322.0   156.5    80.4   132.0   149.8   301.3   376.4   415.8   443.5   474.6   512.8   572.2   735.0  1434.7  2337.4  52528.4    52488
read      304.0   121.7    74.4   134.0   152.5   297.2   358.0   388.0   408.3   431.9   461.2   503.4   588.2   733.0  1939.6  37023.0    36950
read      282.4    89.4    86.8   152.5   174.3   278.0   315.6   336.0   349.7   366.8   388.8   423.6   501.3   709.4  1952.1  16734.2    16762
read      411.6   587.8    80.4   137.4   153.5   272.0   340.3   384.8   422.7   475.9   574.3  1084.7  3275.9  6178.8  8082.8  79186.4    79473
read      326.1   253.3    80.4   131.2   147.2   278.2   351.2   394.6   427.1   466.8   521.3   617.1  1267.6  3122.7  7130.1  61460.8    61431
read      297.8   195.1    80.4   131.5   146.1   252.8   318.2   358.7   390.6   432.6   496.1   612.4   894.1  2070.4  4312.5  87207.0    87172
read      301.6   241.2    80.4   137.2   152.0   252.3   310.8   345.0   371.2   403.4   453.8   565.1  1331.2  2887.6  6440.7 108474.8   108181
read      304.3   207.8    80.4   131.3   145.7   253.9   320.3   361.8   395.5   442.2   513.6   639.2  1039.5  2230.1  4010.4  80463.2    80515
read      327.9   169.6    86.8   140.9   159.8   303.8   373.2   411.3   437.9   469.5   509.6   571.6   747.3  1963.9  3708.0  37110.0    37149
read      307.5   468.4    93.8   161.3   182.6   276.7   316.2   338.6   354.7   373.0   399.3   444.5   701.7  8007.2 16468.0  13569.2    13444
read      482.0   779.5    80.4   135.2   151.6   279.7   349.2   395.9   434.5   488.4   589.6  2168.5  4288.0  7639.1  8124.2  71885.8    72057
read      293.8   203.8    80.4   128.9   142.5   255.8   322.3   362.7   393.6   430.8   479.6   557.7   806.6  2578.9  6240.9  69964.8    70041
read      323.7   276.4    80.4   132.1   146.9   255.9   323.1   367.7   404.7   462.1   552.9   722.6  1370.9  3185.1  6460.1  90068.0    90162
read      356.5   206.4    80.4   137.4   156.0   316.4   408.9   460.5   497.2   539.1   591.2   675.3   970.6  1982.6  3600.1  52084.4    52082
read      319.7   169.6    86.8   147.3   168.7   301.8   358.2   386.8   406.1   430.4   461.3   511.5   817.9  2018.4  3917.0  24250.6    24258
read      463.9   728.6    80.4   133.6   149.8   278.3   349.1   394.2   430.5   481.5   579.6  1836.3  3955.5  7578.6  8177.6  72111.8    72013
read      345.0   230.3    80.4   132.9   149.4   288.4   366.7   420.7   465.8   523.9   602.9   737.0  1219.9  1984.5  3505.7  57785.6    58012
read      350.8   222.5    80.4   136.3   154.7   319.1   404.5   449.0   479.4   514.7   558.0   626.2   873.7  2713.8  6509.2  45441.6    45398
read      365.2   238.1    80.4   138.6   158.4   328.1   422.0   470.5   504.3   541.8   587.3   659.8   941.4  3164.6  5507.1  50090.6    50177
read      339.6   202.6    86.8   142.7   162.5   317.0   386.8   423.5   449.1   478.2   514.4   572.3   805.2  2737.6  4637.1  34546.6    34504
