timestamp,cpu0,cpu1,cpu2,cpu3
2026-05-04T16:12:36.377105,4.0,5.9,4.0,30.3
2026-05-04T16:12:37.377513,0.0,0.0,7.0,1.0
2026-05-04T16:12:38.377937,0.0,0.0,0.0,1.0
2026-05-04T16:12:39.378277,5.0,5.0,3.0,2.0
2026-05-04T16:12:40.378632,1.0,1.0,1.0,0.0
2026-05-04T16:12:41.379231,1.0,0.0,0.0,0.0
2026-05-04T16:12:42.379634,1.0,0.0,1.0,1.0
2026-05-04T16:12:43.379995,1.0,0.0,0.0,0.0
2026-05-04T16:12:44.380354,0.0,0.0,0.0,0.0
2026-05-04T16:12:45.380789,2.1,1.0,0.0,1.0
2026-05-04T16:12:46.381166,4.5,1.0,2.0,0.0
2026-05-04T16:12:47.381588,1.1,0.0,1.0,0.0
2026-05-04T16:12:48.382002,0.0,0.0,0.0,0.0
2026-05-04T16:12:49.382352,15.8,1.0,0.0,1.0
2026-05-04T16:12:50.382860,19.3,1.1,1.1,1.1
2026-05-04T16:12:51.383273,4.2,0.0,0.0,1.0
2026-05-04T16:12:52.383654,1.0,0.0,1.0,0.0
2026-05-04T16:12:53.384072,49.6,2.1,1.1,0.0
2026-05-04T16:12:54.384528,49.1,3.1,2.2,3.2
2026-05-04T16:12:55.385018,3.0,0.0,0.0,0.0
2026-05-04T16:12:56.385517,20.0,2.0,1.0,1.0
2026-05-04T16:12:57.386013,66.1,1.1,1.1,2.2
2026-05-04T16:12:58.386475,49.6,3.2,2.1,1.1
2026-05-04T16:12:59.386863,0.0,0.0,0.0,0.0
2026-05-04T16:13:00.387284,45.9,1.1,2.2,3.2
2026-05-04T16:13:01.387867,74.6,2.3,3.4,2.4
2026-05-04T16:13:02.388278,36.7,1.1,2.1,3.1
2026-05-04T16:13:03.388652,0.0,4.0,0.0,0.0
2026-05-04T16:13:04.389145,78.2,3.3,1.2,1.1
2026-05-04T16:13:05.389743,89.2,3.4,3.5,3.4
2026-05-04T16:13:06.390242,14.7,0.0,2.0,2.0
2026-05-04T16:13:07.390728,16.0,1.0,0.0,1.0
2026-05-04T16:13:08.391320,99.0,1.2,5.1,4.6
2026-05-04T16:13:09.391843,84.2,4.4,3.7,2.3
2026-05-04T16:13:10.392200,1.0,0.0,1.0,0.0
2026-05-04T16:13:11.392655,45.0,1.1,2.1,2.1
2026-05-04T16:13:12.393243,100.0,4.4,3.5,4.6
2026-05-04T16:13:13.393688,56.0,2.1,1.1,2.2
2026-05-04T16:13:14.394117,0.0,0.0,1.0,0.0
2026-05-04T16:13:15.394604,74.7,6.8,3.5,2.4
2026-05-04T16:13:16.395173,100.0,6.0,6.2,7.2
2026-05-04T16:13:17.395628,26.3,1.1,2.1,0.0
2026-05-04T16:13:18.396070,4.0,1.0,0.0,0.0
2026-05-04T16:13:19.396533,100.0,8.3,3.3,6.2
2026-05-04T16:13:20.396980,97.0,3.7,2.2,3.7
2026-05-04T16:13:21.397357,1.0,0.0,0.0,1.0
2026-05-04T16:13:22.397814,32.7,2.1,1.0,3.1
2026-05-04T16:13:23.398310,100.0,1.2,2.2,3.6
2026-05-04T16:13:24.398781,68.0,3.3,1.1,1.1
2026-05-04T16:13:25.399181,0.0,0.0,2.0,1.0
2026-05-04T16:13:26.399685,62.4,4.5,1.1,2.2
2026-05-04T16:13:27.400250,100.0,3.7,2.4,3.4
2026-05-04T16:13:28.400736,37.8,3.2,1.1,1.1
2026-05-04T16:13:29.401185,1.0,1.0,0.0,0.0
2026-05-04T16:13:30.401740,92.0,4.7,6.2,3.5
2026-05-04T16:13:31.402386,100.0,2.4,3.9,4.7
2026-05-04T16:13:32.402945,9.9,2.0,1.0,1.0
