Random waveform, supplied seed
Total number of intervals = 320 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072)
Average QPS expected = 57359
Timestamp start: 1777735488005
Timestamp end: 1777737088381

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      219.6   127.7    86.8   139.1   149.8   206.2   233.0   248.1   259.1   272.3   291.7   320.3   423.0  1290.4  6068.7   6919.8     6927
read      339.8   302.3    80.4   127.9   144.1   290.4   374.7   423.2   458.2   498.7   549.2   633.3  1017.9  4895.9  7869.6  52660.6    52892
read      336.6   516.2    74.4   130.9   145.8   249.4   308.3   342.3   369.1   402.5   453.9   569.1  3287.1  6891.5  8898.5  98916.4    98921
read      303.8   229.4    80.4   124.6   138.6   260.1   327.1   369.8   401.6   441.4   495.1   589.7  1049.4  2738.5  6999.3  61236.0    61129
read      317.1   206.5    74.4   124.8   141.2   289.0   363.8   404.1   432.3   463.6   502.4   560.5   753.5  2746.1  5044.8  40662.2    40613
read      357.5   315.8    74.4   125.2   142.3   305.6   406.1   456.1   490.1   528.4   575.3   650.5  1184.7  4807.9  7705.7  53202.8    53226
read      327.2   272.2    80.4   123.4   139.7   293.2   371.7   411.2   437.1   466.4   502.4   557.4   964.6  3864.2  7783.1  38614.6    38560
read      416.4   632.7    74.4   135.7   153.2   273.2   335.6   374.1   405.6   451.0   529.8  1414.3  3460.1  7371.9 10115.8 103464.0   103465
read      248.2   113.9    74.4   127.4   140.7   226.1   276.5   305.5   325.8   350.2   381.9   428.6   532.5  1244.3  2520.3 104849.2   104758
read      251.5   120.0    80.4   127.5   140.5   228.3   282.1   311.7   333.1   358.8   391.5   439.5   549.4   898.2  3442.0  94641.0    94759
read      344.3   320.1    80.4   131.6   149.5   296.3   371.9   415.1   446.9   486.5   540.1   630.5  1149.4  4912.1  8117.1  37797.8    37799
read      228.9   126.9    93.8   139.9   150.8   214.7   244.0   260.3   272.1   287.4   307.3   341.5   462.9  1732.0  3762.3   8332.2     8296
read      456.5   724.1    80.4   131.0   146.4   269.4   337.5   382.6   421.2   477.7   602.8  1767.6  3922.8  7591.5  9181.7  69303.2    69443
read      290.4   393.1    86.8   143.0   157.8   238.2   272.9   292.4   307.5   325.8   354.1   412.9  1754.5  6579.5  8095.8  12604.8    12517
read      315.0   286.2    80.4   123.6   139.4   281.5   356.2   397.6   425.6   457.3   496.6   556.1   798.9  3392.9 12161.8  43643.4    43591
read      278.1   131.5    80.4   132.7   149.4   267.2   314.4   341.0   360.5   382.3   408.5   448.0   546.2  1515.4  3949.2  20494.6    20430
read      486.8   758.1    74.4   139.3   157.4   288.6   357.8   404.9   452.2   529.9   673.1  1896.5  4071.5  7572.6  9074.0  93789.6    93758
read      244.2   103.5    86.8   145.0   158.4   233.2   265.3   283.0   295.4   311.4   332.6   368.7   469.2  1164.8  3464.4  10407.8    10485
read      269.4   128.4    86.8   138.2   154.1   258.8   299.1   321.3   339.2   359.7   384.8   422.5   525.3  1738.1  3131.1  16440.0    16518
