timestamp,cpu0,cpu1,cpu2,cpu3
2026-05-04T16:09:35.469462,3.0,2.0,4.0,5.0
2026-05-04T16:09:36.470048,3.0,1.0,3.0,7.1
2026-05-04T16:09:37.470516,0.0,0.0,0.0,0.0
2026-05-04T16:09:38.470913,3.0,3.0,6.0,3.0
2026-05-04T16:09:39.471293,2.0,1.0,0.0,0.0
2026-05-04T16:09:40.471866,0.0,0.0,0.0,0.0
2026-05-04T16:09:41.472247,0.0,1.0,0.0,1.0
2026-05-04T16:09:42.472706,0.0,0.0,1.0,1.0
2026-05-04T16:09:43.473143,1.0,1.0,0.0,0.0
2026-05-04T16:09:44.473561,4.4,1.0,0.0,0.0
2026-05-04T16:09:45.473943,2.3,0.0,1.0,1.0
2026-05-04T16:09:46.474311,2.0,1.0,1.0,1.0
2026-05-04T16:09:47.474664,4.1,1.0,0.0,0.0
2026-05-04T16:09:48.475059,21.5,2.1,1.0,0.0
2026-05-04T16:09:49.475412,17.2,1.0,1.0,1.0
2026-05-04T16:09:50.475802,0.0,0.0,0.0,0.0
2026-05-04T16:09:51.476176,24.8,0.0,1.0,0.0
2026-05-04T16:09:52.476604,50.0,4.2,2.2,3.1
2026-05-04T16:09:53.476955,27.4,1.0,1.0,0.0
2026-05-04T16:09:54.477320,0.0,0.0,0.0,1.0
2026-05-04T16:09:55.477675,51.3,2.2,4.3,0.0
2026-05-04T16:09:56.478115,63.6,4.3,2.3,1.1
2026-05-04T16:09:57.478468,16.3,1.0,1.0,1.0
2026-05-04T16:09:58.478878,6.9,0.0,2.0,0.0
2026-05-04T16:09:59.479257,75.4,4.4,1.2,2.2
2026-05-04T16:10:00.479606,72.1,4.3,1.2,2.2
2026-05-04T16:10:01.479948,0.0,0.0,0.0,1.0
2026-05-04T16:10:02.480385,34.3,3.1,2.1,1.1
2026-05-04T16:10:03.480874,85.2,4.5,2.3,3.7
2026-05-04T16:10:04.481298,57.3,2.2,1.1,3.3
2026-05-04T16:10:05.481666,0.0,1.0,1.0,0.0
2026-05-04T16:10:06.482097,67.3,3.2,3.4,3.3
2026-05-04T16:10:07.482601,100.0,4.5,4.9,3.4
2026-05-04T16:10:08.483047,33.3,2.1,1.1,1.0
2026-05-04T16:10:09.483404,1.0,0.0,2.0,0.0
2026-05-04T16:10:10.483878,96.0,6.2,3.3,7.2
2026-05-04T16:10:11.484441,100.0,8.6,1.1,3.8
2026-05-04T16:10:12.484865,5.0,0.0,1.0,1.0
2026-05-04T16:10:13.485344,25.3,0.0,1.0,1.1
2026-05-04T16:10:14.485889,100.0,6.0,4.8,6.2
2026-05-04T16:10:15.486344,76.2,4.6,2.3,4.7
2026-05-04T16:10:16.486698,0.0,0.0,0.0,1.0
2026-05-04T16:10:17.487215,55.0,2.2,2.2,1.1
2026-05-04T16:10:18.487654,100.0,6.0,4.8,3.5
2026-05-04T16:10:19.488139,45.9,2.2,1.1,0.0
2026-05-04T16:10:20.488508,1.0,0.0,0.0,0.0
2026-05-04T16:10:21.488978,84.2,2.3,3.7,3.4
2026-05-04T16:10:22.489524,100.0,4.5,7.5,4.5
2026-05-04T16:10:23.489912,17.0,0.0,1.0,1.0
2026-05-04T16:10:24.490528,12.2,3.0,1.0,1.0
2026-05-04T16:10:25.491084,100.0,1.3,3.4,3.7
2026-05-04T16:10:26.491464,87.0,6.0,3.4,4.6
2026-05-04T16:10:27.491843,1.0,0.0,0.0,0.0
2026-05-04T16:10:28.492326,41.4,2.1,1.1,3.2
2026-05-04T16:10:29.492942,100.0,3.5,6.1,1.2
2026-05-04T16:10:30.493388,58.6,1.1,1.1,1.1
