Random waveform, supplied seed
Total number of intervals = 80 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614)
Average QPS expected = 53849
Timestamp start: 1777730626350
Timestamp end: 1777731826643

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      256.9   150.1    93.8   154.1   169.7   245.7   272.5   287.7   297.9   313.5   334.2   369.2   544.7  1838.5  7702.9   6894.3     6927
read      313.2   199.3    86.8   139.8   154.5   282.5   344.8   379.7   404.4   436.1   485.2   591.3   856.5  2343.6  5602.8  52853.3    52892
read      346.4   290.9    86.8   150.0   167.8   293.1   356.9   394.4   424.2   464.9   536.3   669.5  1384.0  3537.8  7659.6  98833.5    98921
read      277.4   128.1    86.8   140.5   154.4   263.3   316.2   342.8   361.7   382.9   409.4   456.7   619.8   986.1  3298.7  61102.1    61129
read      287.6   125.6    86.8   143.4   158.0   277.2   327.5   354.2   372.7   395.0   423.5   467.9   605.7  1050.2  3005.5  40590.4    40613
read      285.7   134.2    86.8   136.8   150.2   269.2   326.4   356.9   378.0   402.3   434.5   491.9   652.3  1169.1  2944.1  53221.0    53226
read      289.9   131.2    93.8   142.5   157.1   277.3   327.2   353.7   372.1   394.5   424.0   474.9   687.9  1304.0  2742.0  38446.6    38560
read      332.7   270.5    86.8   145.5   162.5   282.2   344.8   381.9   410.1   449.3   513.8   653.6  1223.2  3431.1  7732.2 103425.8   103465
read      298.1   162.0    86.8   143.3   159.5   269.8   327.6   360.0   383.9   412.9   455.6   541.7   781.1  1730.6  3989.3 104731.2   104758
read      282.4   151.8    86.8   138.8   153.4   257.2   313.9   344.5   367.0   393.2   427.8   493.5   710.6  1540.4  3429.6  94765.6    94759
