Random waveform, supplied seed
Total number of intervals = 270 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002)
Average QPS expected = 57479
Timestamp start: 1778402647479
Timestamp end: 1778403997832

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      213.4    70.5    80.4   148.4   159.8   206.0   225.2   235.6   244.8   254.3   268.1   289.8   367.6  1114.9  2288.6   6970.6     6927
read      256.8   166.8    74.4   123.3   137.3   241.8   287.5   310.8   328.0   348.0   374.6   421.1   616.8  2325.1  6777.0  52667.8    52892
read      244.2   109.9    74.4   120.0   133.4   224.4   273.5   301.7   323.4   349.2   382.3   429.8   536.2   936.6  2454.6  98906.4    98921
read      240.6    94.0    74.4   119.7   132.7   230.1   279.3   302.8   319.7   340.5   365.8   399.7   469.0   593.6  1506.4  61069.6    61129
read      241.1    86.3    80.4   127.9   141.7   240.8   277.1   293.6   306.1   319.9   339.6   368.4   426.8   602.6  2132.5  40601.4    40613
read      241.9    96.1    74.4   122.3   136.0   235.4   280.7   301.4   316.7   335.0   357.6   390.1   454.9   586.1  2690.8  53127.0    53226
read      256.6   129.2    74.4   125.8   140.1   245.5   287.2   312.6   332.4   355.2   383.0   425.8   519.2  1522.2  3744.0  38417.4    38560
read      279.6   235.2    74.4   124.5   139.5   240.7   293.1   325.4   350.0   380.2   420.7   493.0  1036.9  3300.2  7552.3 103339.4   103465
read      263.9   131.3    74.4   127.6   142.8   242.9   293.2   323.8   346.4   373.7   407.8   461.5   590.8  1325.3  3193.3 104598.6   104758
read      256.9   120.0    74.4   124.0   138.5   235.8   286.9   318.0   341.5   369.0   402.6   456.2   578.0   993.5  2419.6  95076.4    94759
read      255.7   156.5    74.4   131.8   146.7   247.9   283.7   302.2   316.4   334.2   357.1   393.7   507.1  2174.3  6225.7  37868.8    37799
read      219.5    73.8    86.8   147.6   160.6   212.2   234.4   247.4   255.9   266.9   280.4   307.6   383.5   753.1  3097.7   8246.2     8296
read      298.4   439.7    74.4   119.2   132.6   231.2   283.1   310.5   331.7   357.4   390.6   454.3  2674.2  5806.3  8065.4  69418.2    69443
read      230.7   179.1    93.8   146.3   160.8   215.7   238.0   250.8   260.0   270.2   285.5   314.3   424.5  3054.6  7305.2  12483.4    12517
read      244.4    93.3    74.4   126.2   140.3   240.4   279.3   297.5   312.5   329.8   352.3   388.6   469.4   686.5  1809.6  43645.6    43591
read      261.5    99.8    80.4   137.1   155.3   248.7   289.6   317.4   336.5   358.0   383.9   420.9   504.2   845.1  1860.8  20514.8    20430
read      293.0   383.4    74.4   119.2   132.7   229.5   281.9   312.8   337.0   367.1   406.8   485.4  2347.8  4703.2  7989.7  93625.0    93758
read      225.8    71.5    86.8   145.0   158.9   217.4   243.7   257.8   268.0   280.0   297.0   328.4   397.0   814.5  2185.1  10539.4    10485
read      254.2   105.5    86.8   139.2   157.4   242.7   278.0   302.3   319.9   339.0   362.3   396.2   476.9  1182.2  2929.8  16542.6    16518
read      291.2   366.2    74.4   120.2   134.1   231.3   284.6   315.8   340.3   369.9   406.9   482.1  1868.6  4917.2  7938.4  83274.4    83230
read      210.0    73.1    93.8   149.9   160.1   202.6   220.5   231.2   238.8   248.6   261.1   281.6   361.0   788.7  3144.3   5468.6     5484
read      254.9   119.4    74.4   123.5   137.6   241.2   288.9   313.8   332.2   353.5   381.1   428.6   614.5  1114.8  2530.3  55593.6    55611
read      243.6    90.8    80.4   138.2   155.0   237.0   266.0   281.3   293.7   310.6   333.4   368.6   455.3  1077.8  2746.3  20723.0    20774
read      301.1   399.8    74.4   119.6   133.4   232.7   286.2   318.3   343.6   374.2   417.8   508.5  2430.7  4858.9  8044.4  96623.2    96726
read      245.5    89.0    74.4   128.1   142.4   239.0   274.7   295.7   313.3   333.9   359.2   394.5   464.6   615.1  1448.3  32403.8    32442
read      264.9   169.4    80.4   116.8   129.0   226.5   286.3   324.8   356.0   395.8   451.3   534.2   703.0  2119.7  3739.3  73053.6    73039
read      236.7   101.6    74.4   117.1   129.5   219.9   271.8   297.1   316.9   340.1   368.2   406.5   489.4   653.7  1814.6  74124.0    74055
read      239.5    90.6    80.4   121.7   135.1   233.5   277.2   297.2   312.9   330.6   352.2   385.5   453.5   598.0  1396.1  51284.4    51197
read      241.7   105.7    74.4   120.4   133.4   230.8   279.0   302.6   319.8   340.5   365.4   399.7   471.9   640.3  3118.8  59576.8    59442
read      250.6   102.2    74.4   126.6   140.6   242.2   281.6   305.6   323.8   345.7   372.1   407.9   485.2   703.2  3027.5  35679.0    35654
read      242.5   128.8    74.4   117.1   129.6   219.3   272.2   300.4   321.4   347.5   380.2   429.3   579.7  1119.0  3921.9  78826.8    78747
read      240.2    94.8    74.4   125.5   139.5   237.9   275.4   292.8   305.5   319.7   339.8   369.3   435.1   831.7  2949.6  42282.8    42212
read      238.8    88.1    74.4   121.2   134.4   232.4   277.0   297.4   312.7   330.6   353.1   386.1   452.4   593.4  1243.8  52506.4    52488
read      250.8   102.2    80.4   126.7   140.9   242.7   282.2   305.2   322.7   344.6   370.7   408.2   491.6   789.2  2687.4  36964.6    36950
read      251.8    89.9    80.4   139.2   157.0   240.6   274.7   298.7   316.5   336.2   359.6   393.2   477.2   846.0  2344.9  16701.0    16762
read      294.4   389.7    74.4   119.7   133.5   232.6   286.2   316.2   338.8   365.7   400.4   466.8  2612.5  4884.2  8000.4  79417.4    79473
read      243.5   104.7    74.4   120.8   134.0   231.5   281.4   305.9   323.2   344.1   369.4   404.1   478.0   672.9  3295.5  61588.4    61431
read      246.2   134.6    74.4   119.1   132.1   224.7   276.0   304.3   325.5   350.6   382.0   428.8   553.7  1360.5  3725.8  87266.2    87172
read      247.2   107.0    74.4   122.8   137.2   229.1   277.0   305.0   325.5   350.2   382.0   428.8   535.0   795.1  2200.6 107953.4   108181
read      241.4   105.1    74.4   118.2   131.2   223.8   275.7   302.9   322.7   346.2   374.9   418.0   506.3   716.8  2495.5  80723.2    80515
read      252.4    97.3    80.4   124.6   139.0   245.7   286.8   311.3   329.7   350.8   377.0   417.9   497.9   651.5  1787.4  37283.4    37149
read      231.0    83.3    80.4   141.0   157.4   225.6   252.9   266.5   275.0   289.1   307.2   337.1   398.2   566.7  2175.1  13512.0    13444
read      276.5   340.0    74.4   118.8   131.8   226.0   278.1   305.3   325.7   350.6   383.1   436.5  1736.5  4820.8  7841.8  72031.6    72057
read      238.4    94.8    74.4   118.8   131.5   223.7   274.8   299.9   318.4   340.3   367.1   403.3   481.9   614.8  1496.2  70065.4    70041
read      237.7   102.2    74.4   118.3   130.9   218.4   268.9   295.5   316.5   341.4   371.7   417.1   507.9   724.0  2175.0  90127.2    90162
read      239.3    90.1    74.4   122.0   135.6   234.0   277.2   297.1   312.4   330.0   351.8   384.6   450.2   573.1  2086.6  52165.8    52082
read      241.7    80.5    86.8   134.8   150.6   236.8   267.5   284.5   297.2   315.1   337.6   370.3   435.8   564.9  2153.2  24285.6    24258
read      258.7   196.2    80.4   119.4   132.3   228.4   282.0   313.3   337.6   366.2   401.8   465.3   686.0  2502.8  8354.5  72045.8    72013
read      241.5    97.2    68.9   121.4   134.4   231.3   279.0   302.1   319.2   339.7   364.5   398.8   467.2   622.8  2373.1  58121.0    58012
read      242.2    84.8    74.4   126.0   139.7   240.0   279.2   297.5   311.7   327.8   347.7   378.4   442.1   588.8  1415.6  45354.0    45398
read      243.7    96.1    74.4   124.2   137.9   238.4   281.0   301.5   316.8   335.3   358.2   391.0   458.4   628.7  3038.9  50456.6    50177
read      249.4    89.1    74.4   129.5   143.9   244.7   280.3   301.3   317.9   338.5   363.9   399.8   469.1   580.9  1566.6  34519.2    34504
read      264.4   143.2    74.4   118.7   131.2   233.4   292.4   332.8   365.0   402.5   452.4   522.3   649.1   840.1  2500.2  66141.8    66010
read      248.4   127.5    74.4   119.5   132.2   224.9   277.3   307.5   330.5   357.9   391.6   445.0   597.8  1114.4  2912.0  73828.4    73937
read      243.2    99.0    74.4   122.8   136.3   234.6   280.0   302.6   319.4   339.7   363.9   397.0   465.2   617.6  3312.1  55024.4    55020
read      242.6   110.9    74.4   122.7   136.2   235.1   280.3   302.4   318.2   337.2   360.7   394.0   461.9   599.0  1958.4  53195.6    53235
read      242.8   123.4    74.4   119.5   132.6   220.1   269.8   298.2   320.4   347.1   380.6   428.9   543.2  1237.8  3282.8  97768.8    97743
read      211.5    62.1    93.8   150.2   161.0   203.7   223.0   233.6   242.2   251.9   265.3   287.1   364.6   789.2  2143.0   5394.2     5419
read      251.5    83.8    86.8   143.3   161.4   241.4   273.7   297.0   314.7   333.6   355.7   388.2   458.6   697.6  2235.2  14790.4    14764
read      219.3    64.9    93.8   149.6   161.6   211.8   233.4   246.2   254.7   266.3   280.6   307.7   375.3   806.3  2024.8   7433.6     7451
read      269.8   149.8    80.4   122.5   136.4   246.7   301.3   337.2   363.4   392.7   429.3   487.2   631.4  1573.5  4534.1  48224.4    48208
read      257.9   105.1    86.8   144.5   162.4   244.5   279.4   305.6   323.8   343.2   367.0   400.8   485.5  1171.0  3150.0  16116.8    16149
read      303.5   427.3    74.4   120.4   134.0   232.8   286.5   317.8   342.0   371.1   408.4   484.0  2666.3  5331.3  8038.9  78906.2    78989
read      264.0   121.5    86.8   141.7   160.3   249.5   289.4   317.7   336.9   358.1   383.1   419.7   504.7   926.3  5786.9  18882.8    18886
read      306.9   446.7    74.4   120.2   133.7   233.2   286.6   317.2   341.1   368.7   404.0   480.0  2776.3  5606.0  8040.5  75644.4    75954
read      241.5    91.9    74.4   125.7   139.4   238.7   278.2   296.4   310.6   326.5   346.8   376.4   436.2   585.0  2099.4  44464.6    44409
read      257.8    96.5    86.8   143.1   161.9   245.6   281.6   308.0   326.2   345.6   369.5   402.8   478.8   848.7  2488.5  16441.2    16431
read      277.5   343.7    74.4   118.8   131.7   225.6   277.9   308.9   332.6   360.7   395.6   457.8  1585.7  4931.6  7815.6  85756.0    85707
read      242.7   117.6    74.4   121.0   134.2   231.3   279.1   302.6   319.7   340.0   364.8   399.0   471.1   759.9  3795.8  58118.4    58253
read      242.3   114.7    74.4   120.1   133.4   221.2   269.3   296.7   318.3   344.2   378.0   427.8   541.3  1016.9  3103.3 103993.2   103867
read      239.9    91.9    86.8   140.2   156.2   234.4   262.5   276.2   288.9   304.0   324.9   357.7   423.6   685.5  3890.6  21602.2    21604
read      257.7   202.5    74.4   119.4   132.4   223.6   274.8   305.1   328.3   356.6   393.4   455.5   818.9  2669.9  7021.5  90288.0    90401
read      239.9   113.7    74.4   118.2   130.8   219.9   271.1   298.5   319.8   344.4   375.9   421.5   518.6   759.2  3042.6  84334.0    84467
read      245.8   123.7    80.4   120.5   133.9   223.8   272.6   301.4   323.5   350.3   384.9   434.3   558.8  1147.3  3278.1  99385.0    99700
read      253.5    95.3    80.4   131.6   146.4   246.0   282.4   305.2   323.4   344.9   371.6   409.3   490.5   674.4  2037.1  31963.4    32052
read      266.5   137.3    86.8   141.6   160.9   251.0   293.2   321.5   339.7   360.1   384.4   419.8   503.4  1184.8  5508.6  18300.0    18173
read      279.3   301.4    74.4   121.1   134.4   233.0   285.4   314.9   337.6   364.1   397.9   463.3  1512.2  3955.5  8472.7  67804.6    67789
read      241.7    96.1    74.4   122.3   135.6   235.2   279.7   300.8   316.1   334.7   357.6   390.7   460.3   622.4  2526.4  51952.6    51929
read      237.3   102.9    74.4   117.4   129.8   217.4   269.1   296.4   317.5   342.8   373.1   417.2   511.3   745.9  1771.8  83979.6    83850
read      253.1   127.2    80.4   137.3   154.5   238.3   271.9   294.8   313.4   334.9   360.8   397.8   505.3  1600.1  3836.5  18677.4    18614
read      289.0   148.0    80.4   127.5   145.6   267.5   335.2   366.9   387.8   410.9   439.7   484.2   596.7  1683.9  3200.2  29467.4    29315
read      302.0   352.6    74.4   126.4   141.8   247.0   300.2   333.0   357.8   388.3   431.4   521.9  1852.9  4568.9  7827.4 108183.2   108090
read      245.6    91.7    80.4   132.5   148.6   242.2   273.4   291.3   305.3   322.4   344.0   376.9   440.6   599.9  3158.6  27073.8    27024
