#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      269.0   150.9    93.8   155.8   170.6   249.7   286.3   307.3   322.3   342.1   368.9   416.0   582.7  2421.8  5269.6  29945.4    30000  1777919306448  1777919316629
read      260.7   122.4    93.8   153.4   168.4   247.4   282.4   302.0   316.3   334.2   358.0   398.1   505.4  1509.1  4510.5  30070.2    30005  1777919318145  1777919328274
read      263.8   133.5    93.8   151.2   165.0   247.3   285.6   307.0   322.1   341.6   367.4   410.0   555.3  1696.1  4596.0  30046.2    30010  1777919329789  1777919339894
read      250.7   125.4    93.8   147.2   159.9   234.2   270.0   290.3   305.3   322.4   345.9   388.1   520.3  1836.5  4195.2  29926.5    30015  1777919341407  1777919351506
read      259.9   108.9    93.8   151.6   166.0   246.5   282.7   303.1   317.8   336.6   361.5   402.5   526.4  1057.4  3602.5  29999.2    30020  1777919353019  1777919363124
read      251.8   104.9    86.8   150.3   164.2   239.4   273.5   293.0   307.6   324.3   346.1   385.4   477.1  1086.1  3421.8  29934.0    30025  1777919364638  1777919374738
read      258.1   113.3    93.8   153.3   167.9   246.1   280.2   299.2   313.6   330.7   353.1   392.4   495.2  1227.0  4103.6  30017.3    30030  1777919376252  1777919386352
read      263.5   104.7    93.8   154.5   170.2   251.6   287.2   307.1   320.8   339.2   363.4   402.2   508.9  1024.8  3676.1  30027.9    30035  1777919387866  1777919397963
read      279.3   151.9    93.8   154.7   170.8   258.1   296.4   318.6   336.0   357.6   388.9   450.7   704.7  2032.9  4484.8  30011.9    30040  1777919399480  1777919409582
read      263.1   122.4    93.8   155.6   170.2   248.6   284.3   304.5   318.7   337.6   362.8   404.2   533.1  1374.8  4466.9  30011.1    30045  1777919411096  1777919421197
read      265.9   110.7   101.3   158.2   173.6   253.2   288.1   307.9   321.8   340.6   365.2   403.8   514.8  1145.7  4204.4  30107.2    30050  1777919422711  1777919432810
read      255.5    98.6    86.8   152.3   166.6   244.0   278.5   297.6   312.6   329.9   352.4   391.2   484.0   807.6  3208.2  30001.8    30055  1777919434326  1777919444428
read      255.1    98.7    93.8   149.3   163.5   242.0   277.9   297.7   313.1   331.3   355.7   397.5   506.7  1013.2  3071.6  30025.2    30060  1777919445943  1777919456043
read      263.4   102.9    86.8   155.6   171.2   251.7   286.8   306.5   320.2   338.4   362.3   401.7   507.7   971.4  3482.8  30122.4    30065  1777919457558  1777919467659
read      256.3   101.7    93.8   149.1   163.3   242.9   278.3   298.4   313.6   331.9   356.8   400.4   540.8  1023.7  3039.3  30057.8    30070  1777919469173  1777919479280
read      263.5   110.2    86.8   153.5   168.8   249.3   285.1   305.3   319.8   339.1   365.3   410.8   542.3  1201.9  3760.6  30134.6    30075  1777919480796  1777919490896
read      254.8   103.8    86.8   149.4   163.3   241.0   276.1   296.2   311.6   329.7   354.1   396.8   514.6  1114.3  3142.4  30121.1    30080  1777919492409  1777919502509
read      260.4    95.2    93.8   151.6   166.7   248.9   285.0   305.3   319.5   338.2   362.8   402.0   507.5   813.3  2956.9  30131.5    30085  1777919504023  1777919514126
read      264.7   117.1    93.8   153.8   169.3   250.7   286.2   306.3   320.5   339.6   365.4   409.1   545.9  1396.2  3984.2  30029.4    30090  1777919515641  1777919525743
read      265.2   128.5    86.8   154.3   169.2   249.6   285.7   306.5   321.0   340.9   368.1   416.0   553.8  1271.7  4746.9  30012.5    30095  1777919527257  1777919537363
read      259.1   113.8    93.8   150.0   164.3   244.5   280.7   301.3   316.5   335.5   361.2   404.3   547.0  1152.4  3553.1  30106.8    30100  1777919538879  1777919548981
read      262.8   145.7    86.8   149.9   164.0   242.5   278.8   299.7   315.6   335.7   363.5   415.4   662.4  1949.0  4645.2  30249.7    30105  1777919550496  1777919560599
read      281.6   159.3    93.8   156.7   172.9   256.4   294.3   316.6   334.3   356.8   391.2   463.5   788.9  2082.6  4362.2  30108.0    30110  1777919562114  1777919572219
read      293.2   200.0    93.8   153.2   169.0   255.2   296.7   321.8   342.9   371.5   420.0   540.2   991.3  2398.0  6016.2  30085.8    30115  1777919573734  1777919583838
read      274.8   170.2    86.8   151.4   166.0   246.6   284.3   306.9   323.8   346.5   384.5   469.1   805.9  2118.5  4673.3  30092.5    30120  1777919585355  1777919595455
read      278.9   178.5    86.8   147.7   162.2   245.7   286.6   311.2   331.0   358.2   401.5   507.7   870.9  2180.5  4658.4  30127.5    30125  1777919596971  1777919607075
read      259.6   128.4    93.8   152.6   167.1   244.9   279.9   299.6   314.8   333.3   358.4   400.4   525.8  1326.5  5120.6  30111.1    30130  1777919608590  1777919618700
read      254.6   108.4    86.8   149.0   163.2   242.9   278.0   297.7   312.5   329.8   352.7   392.0   493.6   930.8  4054.0  30175.1    30135  1777919620221  1777919630333
read      285.8   142.7    93.8   158.0   175.0   264.1   302.9   325.2   342.5   365.4   398.4   468.2   751.9  1763.4  4139.3  30129.6    30140  1777919631849  1777919641960
read      265.1   126.0    93.8   157.5   173.0   252.0   286.6   306.3   320.1   338.6   363.5   403.8   525.9  1056.5  5308.6  30124.6    30145  1777919643482  1777919653588
read      259.9   102.6    93.8   151.4   166.2   247.5   283.8   304.1   318.5   337.1   361.7   401.3   508.1   946.0  3556.4  30059.9    30150  1777919655103  1777919665205
read      251.5   132.0    86.8   147.3   161.9   238.4   273.4   293.3   308.3   325.7   349.2   390.9   498.4   867.5  3008.7  30065.3    30155  1777919666719  1777919676827
read      263.0    99.1    86.8   153.9   169.2   250.6   286.7   307.2   321.4   340.5   366.0   407.9   517.7   935.8  3076.3  30117.4    30160  1777919678342  1777919688445
