Random waveform, supplied seed
Total number of intervals = 320 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072)
Average QPS expected = 57359
Timestamp start: 1777737099281
Timestamp end: 1777738699664

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      221.9   128.9    80.4   140.9   152.0   209.1   235.9   250.8   262.3   275.3   294.3   324.0   417.3  1932.2  5781.0   6909.4     6927
read      324.9   234.8    74.4   125.4   141.5   286.6   370.5   417.7   449.4   485.0   529.8   596.5   830.9  3263.1  7430.1  53042.2    52892
read      360.5   602.2    74.4   132.7   148.2   256.4   317.0   350.1   375.5   407.1   456.9   586.0  3303.1  7372.0  9427.9  98910.6    98921
read      313.3   247.1    80.4   124.7   139.0   266.1   338.9   387.0   422.1   464.5   522.9   618.2   985.6  2959.0  7523.0  61284.8    61129
read      317.4   228.1    80.4   122.9   138.8   286.9   365.0   406.3   432.3   461.3   496.7   548.1   791.0  3219.2  5520.9  40628.6    40613
read      353.1   338.0    80.4   125.1   141.8   298.4   394.5   442.0   473.4   509.4   553.1   628.8  1455.9  4942.7  8072.8  53229.8    53226
read      316.6   217.6    80.4   124.3   140.8   289.6   365.2   403.9   429.7   458.0   492.6   543.9   762.9  2872.7  6397.5  38531.4    38560
read      420.6   615.3    80.4   144.5   163.0   286.3   347.6   386.6   417.8   461.9   543.5   871.0  3494.7  6710.8  8260.8 103534.2   103465
read      268.7   139.5    80.4   133.5   148.2   242.3   297.7   328.7   350.9   378.5   414.7   471.1   646.7  1342.0  4772.2 104783.6   104758
read      286.3   159.0    80.4   132.4   146.9   248.7   311.0   345.5   373.2   407.6   459.4   562.5   881.4  1351.0  2428.5  94667.8    94759
read      323.2   330.1    80.4   128.0   143.7   277.8   340.6   378.8   406.0   437.8   480.2   554.5  1328.1  5224.8  7950.1  37873.2    37799
read      234.5   223.2    86.8   139.1   149.9   212.4   241.9   257.8   269.6   284.5   305.0   342.9   548.8  3586.3  7860.3   8326.4     8296
read      483.9   709.9    80.4   132.1   148.5   273.6   346.8   403.0   461.7   593.3  1005.7  1885.4  3442.8  7663.3 12189.3  69338.0    69443
read      233.2    88.3    86.8   141.8   154.5   223.3   253.8   270.7   283.2   296.9   316.9   349.4   430.6  1162.9  2526.8  12464.6    12517
read      319.9   270.5    74.4   121.3   136.8   285.5   364.5   405.8   433.0   463.0   500.2   554.9   775.2  4288.2  7505.2  43558.4    43591
read      280.4   121.7    80.4   135.0   151.5   270.0   317.5   343.5   364.1   387.2   414.1   453.9   549.9  1456.5  2720.7  20453.4    20430
read      423.3   643.9    80.4   134.0   150.5   271.1   336.7   378.0   412.9   462.3   549.2  1418.1  3582.5  7046.2  8108.0  93761.0    93758
read      239.4    99.1    86.8   141.7   155.2   229.5   261.6   278.5   291.3   307.0   327.7   364.7   440.3  1129.5  3940.8  10601.6    10485
read      263.3   112.4    86.8   137.2   152.5   253.2   294.2   316.0   332.6   352.7   380.1   418.9   516.2  1254.6  2243.2  16546.0    16518
