timestamp,cpu0,cpu1,cpu2,cpu3
2026-05-04T16:06:34.795428,5.0,5.1,6.0,2.0
2026-05-04T16:06:35.795863,0.0,7.1,1.0,1.0
2026-05-04T16:06:36.796257,1.0,1.0,1.0,2.0
2026-05-04T16:06:37.796641,4.0,1.0,3.0,4.1
2026-05-04T16:06:38.797041,2.0,0.0,0.0,0.0
2026-05-04T16:06:39.797629,0.0,1.0,1.0,2.0
2026-05-04T16:06:40.798043,0.0,0.0,1.0,0.0
2026-05-04T16:06:41.798452,0.0,0.0,0.0,1.0
2026-05-04T16:06:42.798906,0.0,1.0,0.0,0.0
2026-05-04T16:06:43.799296,1.1,0.0,0.0,0.0
2026-05-04T16:06:44.799679,3.4,0.0,1.0,1.0
2026-05-04T16:06:45.800105,2.2,1.0,1.0,1.0
2026-05-04T16:06:46.800505,0.0,0.0,0.0,0.0
2026-05-04T16:06:47.800901,8.0,2.0,1.0,1.0
2026-05-04T16:06:48.801234,17.2,0.0,0.0,1.0
2026-05-04T16:06:49.801698,6.3,0.0,0.0,1.0
2026-05-04T16:06:50.802084,0.0,0.0,2.0,0.0
2026-05-04T16:06:51.802559,40.6,2.1,1.1,0.0
2026-05-04T16:06:52.802972,47.2,3.1,1.1,1.1
2026-05-04T16:06:53.803364,3.0,0.0,1.0,1.0
2026-05-04T16:06:54.803800,16.7,1.0,0.0,0.0
2026-05-04T16:06:55.804172,62.7,4.3,1.1,5.5
2026-05-04T16:06:56.804581,50.5,2.1,1.1,1.1
2026-05-04T16:06:57.804993,0.0,0.0,0.0,1.0
2026-05-04T16:06:58.805497,44.6,1.0,3.3,0.0
2026-05-04T16:06:59.805962,77.3,3.2,4.8,3.4
2026-05-04T16:07:00.806417,40.9,2.1,1.1,2.1
2026-05-04T16:07:01.806875,0.0,0.0,0.0,0.0
2026-05-04T16:07:02.807228,72.7,2.3,2.3,2.2
2026-05-04T16:07:03.807623,85.8,2.4,4.6,2.3
2026-05-04T16:07:04.808124,19.4,2.0,0.0,0.0
2026-05-04T16:07:05.808607,11.1,2.1,2.0,2.0
2026-05-04T16:07:06.809127,98.0,4.9,2.4,2.4
2026-05-04T16:07:07.809546,87.4,2.4,2.4,2.3
2026-05-04T16:07:08.809980,0.0,0.0,0.0,1.0
2026-05-04T16:07:09.810499,40.4,3.2,1.1,1.1
2026-05-04T16:07:10.811108,100.0,6.2,2.4,7.2
2026-05-04T16:07:11.811564,60.0,2.3,2.2,2.3
2026-05-04T16:07:12.811999,0.0,0.0,0.0,0.0
2026-05-04T16:07:13.812431,70.3,1.1,2.4,2.2
2026-05-04T16:07:14.813067,100.0,4.7,7.5,2.3
2026-05-04T16:07:15.813539,31.3,1.1,2.2,1.1
2026-05-04T16:07:16.813959,0.0,0.0,0.0,0.0
2026-05-04T16:07:17.814392,99.0,3.7,2.2,4.9
2026-05-04T16:07:18.814972,100.0,3.6,1.1,3.7
2026-05-04T16:07:19.815385,1.0,2.0,0.0,0.0
2026-05-04T16:07:20.815866,29.0,1.1,1.1,1.1
2026-05-04T16:07:21.816417,100.0,2.4,4.8,3.8
2026-05-04T16:07:22.816909,72.0,4.4,3.4,2.4
2026-05-04T16:07:23.817251,0.0,0.0,0.0,0.0
2026-05-04T16:07:24.817673,58.6,1.1,2.2,4.4
2026-05-04T16:07:25.818276,100.0,3.3,4.8,7.1
2026-05-04T16:07:26.818718,43.0,1.1,2.2,1.1
2026-05-04T16:07:27.819116,0.0,0.0,0.0,0.0
2026-05-04T16:07:28.819510,87.9,3.3,2.3,2.4
2026-05-04T16:07:29.820018,100.0,2.2,1.1,2.4
2026-05-04T16:07:30.820442,13.0,0.0,3.0,2.0
