timestamp,cpu0,cpu1,cpu2,cpu3
2026-05-04T16:10:36.123855,6.0,10.0,4.0,5.0
2026-05-04T16:10:37.124296,0.0,0.0,1.0,0.0
2026-05-04T16:10:38.124638,1.0,0.0,2.0,3.1
2026-05-04T16:10:39.125005,3.0,1.0,3.0,3.0
2026-05-04T16:10:40.125393,0.0,1.0,1.0,0.0
2026-05-04T16:10:41.125925,1.0,0.0,0.0,0.0
2026-05-04T16:10:42.126324,0.0,1.0,0.0,0.0
2026-05-04T16:10:43.126712,0.0,1.0,0.0,1.0
2026-05-04T16:10:44.127164,1.0,1.0,1.0,0.0
2026-05-04T16:10:45.127584,4.3,3.3,0.0,0.0
2026-05-04T16:10:46.128030,1.1,0.0,1.0,2.0
2026-05-04T16:10:47.128414,0.0,0.0,0.0,0.0
2026-05-04T16:10:48.128810,6.2,5.2,0.0,0.0
2026-05-04T16:10:49.129165,13.0,12.0,2.2,0.0
2026-05-04T16:10:50.129580,9.3,7.4,1.0,3.0
2026-05-04T16:10:51.129983,0.0,0.0,0.0,0.0
2026-05-04T16:10:52.130372,21.8,22.8,2.0,0.0
2026-05-04T16:10:53.130862,33.3,30.4,3.1,3.3
2026-05-04T16:10:54.131250,9.0,8.9,1.0,0.0
2026-05-04T16:10:55.131761,1.0,2.0,1.0,0.0
2026-05-04T16:10:56.132171,46.9,47.0,3.3,4.3
2026-05-04T16:10:57.132538,44.6,42.3,6.4,1.1
2026-05-04T16:10:58.132933,0.0,0.0,1.0,0.0
2026-05-04T16:10:59.133331,19.0,19.8,1.0,3.1
2026-05-04T16:11:00.133902,54.3,53.8,5.6,5.7
2026-05-04T16:11:01.134320,40.5,40.7,4.3,5.4
2026-05-04T16:11:02.134728,0.0,4.0,0.0,1.0
2026-05-04T16:11:03.135158,41.4,41.4,3.2,1.1
2026-05-04T16:11:04.135594,63.6,62.7,5.5,6.0
2026-05-04T16:11:05.136013,29.0,27.4,2.1,3.2
2026-05-04T16:11:06.136371,2.0,0.0,1.0,1.0
2026-05-04T16:11:07.136996,65.2,64.0,7.4,3.4
2026-05-04T16:11:08.137527,71.8,68.6,9.9,2.3
2026-05-04T16:11:09.138123,7.9,8.8,3.0,2.0
2026-05-04T16:11:10.138688,18.3,17.5,0.0,0.0
2026-05-04T16:11:11.139184,80.2,77.9,4.7,8.4
2026-05-04T16:11:12.139602,65.8,63.6,5.6,3.6
2026-05-04T16:11:13.140029,0.0,0.0,0.0,0.0
2026-05-04T16:11:14.140593,42.2,41.2,2.3,2.3
2026-05-04T16:11:15.141217,85.0,83.8,11.5,7.9
2026-05-04T16:11:16.141874,47.2,45.3,2.4,3.4
2026-05-04T16:11:17.142253,0.0,0.0,0.0,1.0
2026-05-04T16:11:18.142821,74.7,74.3,4.4,6.2
2026-05-04T16:11:19.143359,92.2,92.4,3.5,9.0
2026-05-04T16:11:20.143837,22.0,21.8,2.1,2.1
2026-05-04T16:11:21.144354,7.0,6.1,2.0,1.0
2026-05-04T16:11:22.144882,99.0,96.1,6.8,9.5
2026-05-04T16:11:23.145376,92.0,90.0,9.1,7.9
2026-05-04T16:11:24.145782,0.0,0.0,0.0,0.0
2026-05-04T16:11:25.146398,37.0,36.4,7.8,2.2
2026-05-04T16:11:26.147239,100.0,100.0,22.5,8.5
2026-05-04T16:11:27.147804,63.4,62.6,7.7,4.5
2026-05-04T16:11:28.148184,0.0,1.0,0.0,0.0
2026-05-04T16:11:29.148849,65.7,66.0,8.2,2.4
2026-05-04T16:11:30.149611,100.0,100.0,11.8,5.1
2026-05-04T16:11:31.150223,34.7,34.7,3.3,3.2
