#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      235.5    86.1    93.8   149.5   161.9   226.7   255.8   272.5   285.1   298.9   317.2   344.5   402.3   605.6  3491.1  29994.5    30000  1776509096442  1776509106633
read      228.0    84.2    86.8   143.8   155.6   218.6   248.2   265.2   276.9   291.7   310.5   338.3   397.2   553.0  3294.2  30039.8    30005  1776509108146  1776509118276
read      226.7    84.6    93.8   147.5   158.4   216.4   243.9   260.2   271.8   286.4   304.7   333.1   397.4   892.5  2966.4  29949.2    30010  1776509119789  1776509129890
read      230.0    96.3    86.8   149.0   160.6   219.9   247.8   264.1   275.2   289.9   308.0   335.1   395.9   930.9  3772.5  29967.5    30015  1776509131402  1776509141504
read      235.9    97.8    93.8   148.8   161.0   225.3   254.4   271.3   283.9   297.9   317.2   346.2   415.5  1338.0  3768.3  30030.1    30020  1776509143017  1776509153117
read      232.1   116.5    86.8   146.0   157.3   218.2   247.8   265.1   277.0   292.2   311.8   342.2   431.5  1763.9  3993.7  30066.2    30025  1776509154630  1776509164729
read      239.7   138.0   101.3   151.4   162.5   223.7   253.6   271.3   284.9   300.6   321.1   356.3   443.2  2277.0  5803.5  30019.5    30030  1776509166240  1776509176343
read      234.7   102.6    93.8   151.2   162.3   220.9   249.6   266.7   279.1   294.8   316.1   348.6   431.8  1439.5  3327.9  30038.3    30035  1776509177854  1776509187960
read      237.6   125.3   101.3   149.3   160.0   220.3   250.4   268.4   281.9   298.0   319.9   356.6   479.1  2040.2  4022.9  29968.6    30040  1776509189474  1776509199573
read      229.2   140.1    93.8   148.2   157.9   212.3   240.2   256.9   269.8   285.5   306.0   338.9   430.5  2015.3  6192.2  30113.2    30045  1776509201084  1776509211187
read      238.6   119.7    93.8   151.1   162.3   222.7   252.8   271.6   286.1   303.2   325.2   361.3   447.5  1622.7  4737.3  30033.5    30050  1776509212699  1776509222803
read      240.3   122.4   101.3   151.1   162.3   223.7   254.1   272.2   286.1   302.3   323.7   361.0   470.8  1889.1  4295.5  30127.7    30055  1776509224316  1776509234417
read      239.3   122.0    93.8   151.9   163.3   224.2   253.9   271.7   285.4   301.4   321.9   357.4   450.6  1658.3  4068.9  30054.7    30060  1776509235930  1776509246040
read      227.0    90.2    86.8   146.1   157.0   216.7   245.1   262.0   273.9   289.6   309.1   337.7   398.2   588.3  2880.5  30025.3    30065  1776509247556  1776509257659
read      223.3   101.7    93.8   141.6   152.4   212.2   240.7   257.1   269.0   283.2   301.3   330.5   397.8  1186.9  4164.5  30147.2    30070  1776509259174  1776509269275
read      224.9    94.1    86.8   145.0   156.1   215.6   243.7   259.8   271.2   285.3   302.7   329.8   386.6   578.9  3626.7  30079.3    30075  1776509270788  1776509280888
read      220.8    88.0    86.8   143.6   154.2   210.2   237.2   253.4   265.3   278.5   295.6   322.0   385.0  1059.9  3160.4  30096.4    30080  1776509282401  1776509292504
read      252.0   201.3    93.8   149.1   160.9   227.4   258.8   277.3   291.9   309.8   333.7   373.6   615.5  3441.0  6153.4  30005.3    30085  1776509294016  1776509304118
read      260.0   250.8    93.8   149.8   161.0   224.7   257.3   277.4   293.2   312.8   339.4   388.9  1033.3  3904.5  6324.2  30168.4    30090  1776509305633  1776509315739
read      231.0   139.6    86.8   145.1   155.5   213.8   243.2   260.8   273.5   290.1   311.6   344.8   444.3  2267.5  5783.6  30182.7    30095  1776509317253  1776509327358
read      225.0   107.9    86.8   143.3   154.1   211.9   240.1   256.7   269.4   284.6   304.0   334.0   402.2  1789.8  3644.3  30052.2    30100  1776509328871  1776509338974
read      221.3    79.3    86.8   143.3   154.2   212.4   239.5   255.1   267.1   280.5   297.2   323.6   379.3   531.7  3160.5  30096.7    30105  1776509340488  1776509350587
read      222.3   144.1    93.8   140.8   151.5   210.0   238.1   254.7   267.5   282.0   300.2   330.1   402.0   960.7  6517.0  30242.9    30110  1776509352100  1776509362204
