Random waveform, supplied seed
Total number of intervals = 320 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072)
Average QPS expected = 57359
Timestamp start: 1777465469020
Timestamp end: 1777467069395

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      255.4   148.0   101.3   161.5   174.8   235.1   263.8   280.4   293.0   310.4   336.9   393.7   585.8  1691.0  5780.4   6912.4     6927
read      374.6   359.5    80.4   134.8   153.3   310.7   402.8   453.1   488.3   530.2   586.8   704.1  1612.2  5133.9  7995.9  52816.4    52892
read      418.3   744.4    80.4   135.9   153.0   272.9   332.9   369.5   399.0   439.0   508.4   870.2  4690.8  7889.3  9874.1  98937.2    98921
read      346.2   341.5    80.4   130.2   146.1   275.4   353.8   403.1   441.5   490.5   556.8   692.8  1669.3  4390.6  7793.4  61048.8    61129
read      332.2   267.9    80.4   132.7   150.5   293.2   366.4   404.4   432.0   463.3   504.2   580.0  1213.5  3551.7  7757.4  40523.4    40613
read      360.8   295.9    80.4   130.9   149.1   303.8   398.9   447.8   482.5   523.6   578.8   690.0  1416.0  3578.6  7700.5  53292.6    53226
read      336.3   288.2    86.8   133.7   151.7   299.8   373.7   411.5   437.2   466.8   504.8   570.0  1181.0  4181.8  8109.8  38632.8    38560
read      404.9   583.8    80.4   135.3   152.1   276.8   337.9   376.1   410.0   461.1   546.8   908.7  3313.7  6499.0  8124.0 103520.0   103465
read      264.9   183.3    80.4   128.3   142.0   234.2   289.2   318.8   341.1   367.6   401.3   463.3   719.5  2302.3  5125.0 104728.0   104758
read      302.5   283.0    80.4   130.6   144.9   245.9   306.5   342.2   370.8   408.9   470.3   609.5  1318.9  3669.0  7834.2  94766.8    94759
read      336.9   324.7    80.4   137.0   154.7   290.5   357.2   395.0   422.5   455.1   498.0   576.6  1424.2  4865.0  8846.5  37604.0    37799
read      250.5   116.4    93.8   153.3   167.3   234.8   264.4   280.4   292.9   309.3   333.3   380.4   587.9  1338.4  2761.6   8185.0     8296
read      493.3   774.3    74.4   131.7   148.4   277.6   348.3   397.0   440.5   512.6   815.8  2213.2  3916.5  7764.9 10959.5  69369.4    69443
read      288.4   301.0    93.8   158.1   175.2   251.7   284.5   303.7   318.2   338.7   366.0   417.1  1309.3  4563.1  8027.7  12503.2    12517
read      317.8   199.2    80.4   133.3   150.8   290.7   362.2   400.1   427.4   458.7   497.3   554.7   763.7  2445.2  5427.5  43455.0    43591
read      321.2   236.1    86.8   151.3   172.3   292.9   343.5   371.1   390.9   413.9   445.9   509.0  1157.0  2784.5  7854.2  20399.8    20430
read      451.0   631.5    80.4   138.1   155.9   281.7   350.8   401.0   450.3   532.8   729.9  1478.7  3451.2  6705.8  8102.5  93792.2    93758
read      258.5   132.4    93.8   155.0   170.9   243.8   274.1   291.7   304.8   320.1   344.0   386.1   568.5  1477.8  5029.5  10524.0    10485
read      287.9   146.6    93.8   151.8   171.0   272.6   314.0   337.2   354.0   372.9   400.0   446.5   671.8  1923.6  5603.6  16551.4    16518
read      484.8   796.4    80.4   131.9   148.8   270.1   332.2   372.7   407.6   464.1   621.3  2380.5  4174.6  7753.0  9923.9  83000.0    83230
read      234.3   118.2   101.3   153.8   165.5   219.4   242.2   256.0   267.6   281.2   299.5   340.0   499.7  1835.5  3804.4   5544.4     5484
read      395.8   601.9    80.4   129.4   147.2   299.4   392.2   440.1   473.7   512.5   564.1   672.3  2761.9  8718.7 15166.9  55435.4    55611
