#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      239.9   102.3    80.4   132.2   146.3   226.1   263.2   283.9   298.9   318.1   344.0   389.9   510.3   822.1  2977.9  30073.9    30105  1775812878846  1775812888949
read      241.9   100.8    86.8   135.6   149.3   227.9   265.5   286.4   301.9   320.5   346.4   391.2   507.7   786.2  3149.3  30113.8    30110  1775812890463  1775812900571
read      238.6    99.6    80.4   133.1   146.8   224.3   261.6   282.5   297.6   317.0   342.8   387.4   507.1   824.7  3144.9  30104.8    30115  1775812902087  1775812912190
read      242.0   110.1    80.4   134.2   148.0   226.3   263.3   284.6   300.2   319.6   346.6   395.0   530.2  1081.5  3400.6  30091.5    30120  1775812913705  1775812923806
read      267.5   128.0    80.4   138.6   155.1   248.8   290.3   314.5   333.5   357.6   392.2   456.5   639.1  1231.6  3615.8  30104.0    30125  1775812925320  1775812935426
read      245.8   105.4    80.4   137.5   151.4   231.5   269.2   290.5   306.5   325.7   352.1   397.3   517.8   801.4  3888.4  30074.3    30130  1775812936941  1775812947044
read      246.3   103.2    80.4   134.0   149.2   232.4   270.6   292.1   308.2   327.6   354.7   400.6   529.6   847.1  3209.2  30246.9    30135  1775812948559  1775812958664
read      248.0   100.2    80.4   133.6   148.5   234.6   274.2   296.1   313.1   333.4   360.7   404.1   522.4   764.3  3135.0  30057.4    30140  1775812960179  1775812970286
read      238.6   102.9    80.4   132.3   145.9   224.2   262.0   283.3   298.5   317.6   343.3   388.2   505.7   853.1  3355.8  30219.3    30145  1775812971802  1775812981901
read      243.7   120.6    86.8   134.1   148.1   227.9   265.7   287.3   303.1   322.1   348.8   396.1   530.9  1129.5  4345.7  30076.4    30150  1775812983415  1775812993517
read      247.6   103.1    80.4   136.6   150.8   233.2   272.0   293.8   310.5   330.6   358.1   403.0   522.0   782.0  3064.0  30025.2    30155  1775812995031  1775813005134
read      243.4   113.9    80.4   132.8   147.6   229.7   267.5   288.7   304.4   323.2   349.3   394.8   513.3   781.1  4274.2  30157.7    30160  1775813006652  1775813016761
