#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      251.5   174.4    86.8   135.5   149.0   226.7   265.6   288.3   305.8   327.4   358.2   412.3   603.6  2698.1  6082.7  29977.8    30000  1775812634517  1775812644652
read      245.9   138.2    80.4   134.1   148.0   227.3   266.5   288.9   305.7   326.0   354.2   400.3   534.5  2020.8  4514.3  30008.0    30005  1775812646166  1775812656320
read      261.1   233.2    86.8   130.4   143.7   229.3   271.4   296.0   314.9   338.8   372.6   438.6   819.1  3104.3  8611.8  29934.2    30010  1775812657835  1775812668025
read      252.3   235.2    86.8   127.0   139.4   219.7   260.0   283.5   301.2   322.7   355.7   423.1   869.1  3092.9  9110.2  29996.1    30015  1775812669541  1775812679764
read      240.6   182.7    86.8   129.5   142.2   217.7   253.7   274.6   291.3   311.2   338.5   388.9   593.3  2813.3  7079.0  30095.9    30020  1775812681281  1775812691460
read      243.7   119.6    80.4   129.8   144.3   230.3   268.8   289.8   305.3   323.1   348.6   394.2   515.0  1320.8  3637.2  29901.6    30025  1775812692972  1775812703077
read      235.1    91.6    80.4   133.9   146.8   222.2   259.0   279.0   293.9   312.1   336.1   375.5   483.2   671.9  2699.9  30079.5    30030  1775812704591  1775812714693
read      237.5    94.5    80.4   132.5   146.1   225.4   263.0   283.2   297.4   315.6   339.5   378.4   483.9   709.5  2958.8  30071.1    30035  1775812716206  1775812726308
read      234.5    94.5    80.4   130.2   143.8   222.1   258.0   277.6   292.7   311.4   336.3   377.9   492.9   725.9  2721.5  29931.5    30040  1775812727822  1775812737925
read      242.3   107.6    80.4   133.3   146.9   226.1   263.9   284.9   300.6   319.9   346.8   398.3   558.4  1068.5  3176.6  30019.8    30045  1775812739440  1775812749542
read      233.6   100.8    80.4   131.4   144.5   220.5   256.9   276.8   292.4   310.8   335.3   374.6   486.2   712.2  3033.3  30135.1    30050  1775812751055  1775812761158
read      231.3    93.1    74.4   129.4   142.6   218.3   254.2   274.0   289.6   308.0   332.3   373.1   483.8   768.0  2769.2  30055.3    30055  1775812762671  1775812772773
read      244.7   104.2    80.4   133.3   148.0   232.6   270.6   291.5   307.1   325.0   349.7   393.0   502.9   779.8  3231.9  30019.7    30060  1775812774288  1775812784393
read      240.2   102.4    80.4   133.1   146.9   226.4   264.4   285.3   300.9   319.5   345.0   389.2   500.1   801.8  3083.7  30101.6    30065  1775812785906  1775812796009
read      246.7   114.7    80.4   136.4   150.4   231.1   269.0   290.5   306.7   326.0   353.5   400.3   536.3  1080.6  3770.2  29996.1    30070  1775812797524  1775812807630
read      242.2    98.5    80.4   137.9   150.9   228.1   265.1   285.9   301.3   319.8   345.1   389.8   505.5   831.9  2907.5  30075.5    30075  1775812809144  1775812819251
read      242.5    98.9    80.4   134.2   148.5   230.3   268.0   288.5   303.5   321.0   345.4   388.5   494.9   790.9  3151.3  30055.1    30080  1775812820764  1775812830866
read      242.9   106.7    80.4   135.1   149.1   230.0   267.7   288.5   303.9   321.9   346.7   390.7   497.9   718.5  3682.3  30197.8    30085  1775812832380  1775812842489
read      243.7   106.0    80.4   132.5   147.1   231.5   270.7   291.7   307.2   325.2   349.4   392.1   503.4   755.0  3591.5  30114.0    30090  1775812844003  1775812854102
read      244.4   107.4    80.4   133.8   148.3   230.7   268.4   289.3   305.0   323.7   350.1   394.9   515.5   943.2  3230.4  30117.9    30095  1775812855616  1775812865719
read      251.2   103.4    80.4   135.2   150.7   239.7   277.8   299.1   315.2   334.9   361.2   403.5   520.4   756.3  3158.9  30059.9    30100  1775812867231  1775812877333
