Random waveform, supplied seed
Total number of intervals = 80 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614)
Average QPS expected = 53849
Timestamp start: 1777461694986
Timestamp end: 1777462895285

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      243.0   155.1    80.4   154.6   168.9   227.2   252.1   267.4   278.2   292.2   311.5   344.9   497.4  2005.9  6877.3   6926.4     6927
read      294.7   278.0    74.4   126.5   140.8   260.8   319.9   354.4   379.8   410.6   452.4   521.5   853.6  3902.1  9607.0  52873.2    52892
read      275.7   221.5    74.4   128.9   143.4   238.7   292.8   323.1   345.2   372.2   408.9   482.1   912.4  3072.4  7430.9  98834.3    98921
read      301.1   228.6    74.4   126.0   140.5   262.5   325.3   362.8   391.9   428.2   477.6   560.2  1067.1  2900.6  7061.4  61213.2    61129
read      353.9   408.4    74.4   129.2   147.7   299.6   374.1   414.9   442.4   474.9   518.5   590.8  1694.4  6452.4  9921.9  40633.3    40613
read      331.1   331.8    74.4   127.5   143.5   282.3   354.9   399.1   432.0   470.7   524.3   614.9  1155.1  4682.0 10539.0  53179.5    53226
read      341.3   235.3    74.4   134.3   154.5   311.3   388.7   430.4   459.2   492.8   535.7   605.3   864.5  2739.4  8013.4  38480.5    38560
read      366.6   439.5    74.4   139.3   157.0   279.3   342.6   380.9   411.5   455.6   533.5   727.8  2702.4  5060.7  8072.0 103420.5   103465
read      281.2   206.2    74.4   131.6   147.1   246.5   302.4   333.6   356.3   383.3   420.1   489.9   894.2  2779.8  7231.1 104824.4   104758
read      269.7   187.4    74.4   127.8   141.8   236.8   294.4   325.9   347.9   373.6   406.5   466.6   779.2  2618.2  4760.8  94758.1    94759
read      340.8   321.1    74.4   130.3   148.8   300.3   371.5   409.6   437.9   468.9   509.1   579.9  1310.6  4801.1  8626.4  37697.3    37799
read      242.9   136.3    80.4   147.0   162.2   228.0   256.3   273.4   287.4   303.7   324.5   362.9   495.4  1542.8  6408.2   8294.8     8296
read      335.7   389.1    74.4   129.4   144.9   265.1   332.8   373.6   407.8   452.9   515.7   636.3  1949.9  5650.5  8720.7  69463.1    69443
read      275.1   114.4    80.4   156.9   176.5   266.9   302.9   321.9   336.9   353.9   374.9   412.0   496.7  1084.9  4084.2  12563.8    12517
read      336.7   158.2    80.4   134.2   153.9   315.0   399.4   442.1   470.9   504.0   543.6   600.8   720.8  1050.3  3163.5  43533.5    43591
read      300.8   125.6    80.4   147.7   169.4   291.4   340.4   367.3   386.2   406.9   433.5   472.9   570.7  1272.9  3104.7  20440.9    20430
read      313.8   390.7    74.4   130.5   145.7   250.1   308.6   339.9   363.1   391.7   431.9   525.4  2443.2  5132.5  8045.3  93701.5    93758
read      268.0   126.4    86.8   158.9   175.9   255.7   288.3   306.7   319.3   336.5   358.9   397.4   555.4  1506.1  4045.6  10460.7    10485
read      294.1   156.5    74.4   149.0   170.6   280.3   323.1   346.1   364.2   385.2   411.7   456.1   669.4  1824.5  5992.2  16626.3    16518
read      322.2   483.7    74.4   126.9   141.6   246.6   305.9   336.8   359.3   386.8   425.8   505.0  2782.8  6712.4  8882.1  83154.2    83230
read      243.1   129.2    93.8   155.6   168.0   227.8   255.2   271.2   283.2   296.9   316.9   350.4   504.3  1546.5  5857.5   5521.4     5484
read      301.4   244.8    74.4   125.7   140.4   263.2   326.0   363.8   393.2   428.7   475.0   553.7   963.9  3342.9  7743.7  55488.3    55611
read      302.1   150.1    80.4   143.1   165.3   288.5   337.9   365.0   384.7   407.4   435.5   480.9   642.0  1793.6  4221.1  20776.1    20774
read      377.2   471.8    74.4   137.0   154.9   280.2   344.7   384.5   418.1   467.0   559.5   800.1  2790.3  5474.0  8230.7  96636.0    96726
read      332.1   309.1    74.4   130.0   149.5   293.4   355.9   391.5   416.8   445.6   483.1   546.0  1406.1  4726.8  7904.5  32504.1    32442
read      363.6   495.7    74.4   126.8   142.1   258.3   323.4   365.0   399.1   444.6   512.6   734.4  2796.5  5824.5  8826.8  72946.0    73039
read      305.0   302.6    74.4   125.4   140.1   252.4   317.3   358.4   391.9   434.0   489.7   577.0  1093.8  4515.2  7945.9  74120.0    74055
read      288.3   201.2    74.4   125.1   139.7   260.9   320.0   353.0   378.0   407.6   446.2   506.3   814.4  2564.4  6542.9  51156.5    51197
read      289.7   215.6    74.4   124.0   138.4   255.1   317.1   353.0   381.4   415.2   458.5   527.7   857.8  2890.1  7249.7  59492.8    59442
read      327.0   278.1    74.4   129.2   147.8   294.9   360.6   396.5   421.4   450.0   486.9   546.6  1074.9  4041.4  8002.2  35660.3    35654
read      305.9   376.6    80.4   128.0   142.1   246.6   306.1   336.3   357.9   384.4   421.2   494.6  2288.5  4951.1  7954.5  78631.4    78747
read      332.2   298.2    74.4   126.9   144.5   293.9   366.5   405.7   432.9   464.4   503.7   569.1  1156.7  4240.8  8125.6  42166.1    42212
read      306.8   222.1    74.4   126.2   141.8   272.0   339.5   380.0   409.1   443.9   489.5   559.5   847.7  2946.8  6936.7  52453.6    52488
read      347.1   411.3    74.4   128.8   147.6   298.9   369.3   406.1   431.4   461.1   498.9   564.1  1479.7  6858.8 10847.8  36912.1    36950
read      285.9   156.7    80.4   143.9   165.1   270.8   311.8   334.2   350.0   371.3   398.6   444.1   705.8  1911.8  5613.9  16772.9    16762
read      308.6   405.7    74.4   125.2   139.6   240.4   298.6   328.5   348.8   374.4   410.3   483.4  2612.2  4937.1  8091.9  79419.1    79473
read      288.7   200.7    74.4   124.8   139.0   259.7   321.5   356.6   384.3   417.9   461.3   528.8   734.5  2646.5  7207.8  61413.1    61431
read      286.9   230.3    74.4   128.0   142.6   244.4   304.8   337.4   361.5   391.9   435.5   538.0  1029.8  3014.6  7556.4  87155.3    87172
read      279.4   195.4    74.4   134.4   150.8   250.5   303.6   332.9   353.9   379.4   413.9   472.1   727.7  3056.5  6349.0 108131.5   108181
read      258.5   135.5    74.4   124.6   138.6   234.4   293.4   323.3   342.8   366.4   396.2   442.9   592.5  1588.0  3258.2  80589.3    80515
read      327.0   269.6    74.4   128.3   146.7   293.0   359.8   397.1   422.9   452.7   490.9   550.8  1155.5  3729.6  7831.7  37118.4    37149
read      265.0   133.5    86.8   146.3   164.6   253.2   287.8   307.0   320.3   337.5   360.7   400.4   570.3  1614.9  4321.1  13447.1    13444
read      358.7   425.9    74.4   130.8   146.6   266.4   334.6   378.5   416.8   470.4   555.4   751.1  2469.9  4940.3  8091.5  72166.3    72057
