timestamp,cpu0,cpu1,cpu2,cpu3
2026-05-04T16:08:35.179198,5.0,3.1,3.0,1.0
2026-05-04T16:08:36.179635,2.0,4.0,7.0,2.0
2026-05-04T16:08:37.180042,0.0,0.0,0.0,0.0
2026-05-04T16:08:38.180452,2.0,5.1,4.0,3.0
2026-05-04T16:08:39.180929,3.0,0.0,0.0,0.0
2026-05-04T16:08:40.181503,0.0,0.0,1.0,0.0
2026-05-04T16:08:41.181919,0.0,1.0,1.0,0.0
2026-05-04T16:08:42.182370,0.0,1.0,0.0,0.0
2026-05-04T16:08:43.182735,1.0,0.0,0.0,1.0
2026-05-04T16:08:44.183126,2.1,2.1,1.1,1.0
2026-05-04T16:08:45.183719,2.2,0.0,3.2,2.0
2026-05-04T16:08:46.184224,0.0,0.0,0.0,0.0
2026-05-04T16:08:47.184638,3.0,2.0,1.0,0.0
2026-05-04T16:08:48.184950,10.9,8.7,7.8,1.0
2026-05-04T16:08:49.185334,10.8,7.6,7.7,1.1
2026-05-04T16:08:50.185786,0.0,0.0,1.0,0.0
2026-05-04T16:08:51.186149,10.0,9.0,9.0,0.0
2026-05-04T16:08:52.186611,26.5,23.8,24.0,4.3
2026-05-04T16:08:53.187113,16.2,16.8,17.0,2.1
2026-05-04T16:08:54.187514,1.0,2.0,0.0,0.0
2026-05-04T16:08:55.187988,28.0,22.1,23.3,3.2
2026-05-04T16:08:56.188508,42.6,32.4,38.2,6.3
2026-05-04T16:08:57.188943,16.3,14.6,15.5,1.0
2026-05-04T16:08:58.189311,1.0,0.0,0.0,0.0
2026-05-04T16:08:59.189783,42.5,41.6,43.9,8.8
2026-05-04T16:09:00.190352,44.2,42.5,47.9,7.9
2026-05-04T16:09:01.190859,3.0,4.0,4.0,1.0
2026-05-04T16:09:02.191242,15.4,10.9,13.7,3.1
2026-05-04T16:09:03.192014,54.0,45.0,53.9,8.1
2026-05-04T16:09:04.192524,44.1,36.4,41.3,5.6
2026-05-04T16:09:05.192920,0.0,0.0,0.0,1.0
2026-05-04T16:09:06.193303,37.6,31.8,30.8,4.3
2026-05-04T16:09:07.193920,66.9,55.1,60.2,7.9
2026-05-04T16:09:08.194690,38.1,28.3,32.4,4.2
2026-05-04T16:09:09.195093,0.0,0.0,0.0,1.0
2026-05-04T16:09:10.195682,55.5,48.6,60.5,9.5
2026-05-04T16:09:11.196334,66.1,59.1,69.4,12.2
2026-05-04T16:09:12.196951,12.7,12.7,16.3,3.1
2026-05-04T16:09:13.197385,11.7,8.0,8.9,1.0
2026-05-04T16:09:14.198106,74.3,67.0,73.3,8.2
2026-05-04T16:09:15.198555,67.8,61.2,66.1,8.0
2026-05-04T16:09:16.198949,2.0,0.0,2.0,2.0
2026-05-04T16:09:17.199479,37.3,27.7,35.6,3.2
2026-05-04T16:09:18.200048,84.8,66.7,80.5,7.1
2026-05-04T16:09:19.200480,52.8,41.0,50.9,5.4
2026-05-04T16:09:20.200957,0.0,0.0,0.0,1.0
2026-05-04T16:09:21.201730,61.9,52.9,61.0,11.1
2026-05-04T16:09:22.202646,83.6,74.1,85.0,23.9
2026-05-04T16:09:23.203151,27.2,24.3,27.2,5.6
2026-05-04T16:09:24.203548,2.0,0.0,0.0,0.0
2026-05-04T16:09:25.204321,86.5,83.0,89.6,15.7
2026-05-04T16:09:26.205199,86.8,83.3,90.5,21.1
2026-05-04T16:09:27.205968,1.0,2.0,1.0,2.0
2026-05-04T16:09:28.206536,27.7,25.3,29.0,5.4
2026-05-04T16:09:29.207270,91.3,88.3,98.0,14.5
2026-05-04T16:09:30.207682,66.3,64.4,71.0,11.0
