#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      242.4   107.2    86.8   147.8   161.6   232.1   263.1   279.9   292.3   307.4   326.3   358.3   443.6  1252.4  4133.1  30221.6    30135  1775655143908  1775655154009
read      239.8    90.5    93.8   148.4   161.2   229.9   261.6   278.8   291.5   306.7   325.5   355.8   429.0   894.6  3409.4  30144.9    30140  1775655155524  1775655165625
read      241.9   143.9    93.8   147.2   159.3   224.4   255.7   273.6   287.4   303.4   324.1   360.2   500.7  2385.1  4666.9  30168.7    30145  1775655167138  1775655177239
read      243.0   127.7    93.8   146.6   159.2   228.1   261.0   279.4   293.1   309.5   330.6   365.1   481.8  1875.0  4969.6  30196.2    30150  1775655178752  1775655188851
read      237.7   104.8    93.8   143.2   156.2   226.5   258.6   276.0   289.4   304.6   323.7   355.9   434.7  1245.8  3752.7  30239.5    30155  1775655190366  1775655200467
read      240.6    89.2    86.8   148.2   161.7   230.9   262.7   279.9   292.4   307.6   326.3   357.0   430.8   858.5  3164.3  30106.2    30160  1775655201979  1775655212082
read      240.0    95.3    86.8   145.7   159.3   230.7   262.6   279.8   292.4   307.5   326.2   356.2   428.8   916.6  3616.6  30098.5    30165  1775655213595  1775655223707
read      244.0    95.2    93.8   150.9   164.5   234.5   266.1   283.4   295.5   310.8   329.7   359.8   428.2   861.8  3523.8  30172.6    30170  1775655225220  1775655235321
read      226.7    81.3    93.8   141.0   153.4   218.4   247.6   264.3   275.4   289.9   307.6   334.5   392.7   637.0  3069.7  30142.4    30175  1775655236835  1775655246935
read      232.7   109.1    93.8   142.9   156.0   223.9   253.7   270.3   282.4   295.7   314.0   341.4   403.1   801.5  4454.7  30205.3    30180  1775655248448  1775655258548
read      227.3    89.2    86.8   143.0   155.2   219.2   247.6   263.7   274.5   288.8   306.0   332.3   390.3   588.5  4202.4  30171.7    30185  1775655260063  1775655270163
read      229.7    92.8    93.8   143.5   156.0   220.5   249.7   266.2   277.6   291.7   309.5   336.8   398.7   890.8  3489.7  30055.2    30190  1775655271676  1775655281776
read      238.2    92.9    93.8   149.4   162.5   229.6   259.7   275.8   288.5   302.5   319.6   346.3   406.8   625.5  3323.2  30240.6    30195  1775655283289  1775655293391
read      228.9    85.5    93.8   140.8   153.2   219.9   250.3   267.7   279.9   294.1   312.8   340.5   399.0   647.9  2968.9  30182.6    30200  1775655294903  1775655305002
read      242.8    95.1    86.8   148.4   162.0   234.0   265.9   283.2   295.3   310.4   328.9   357.9   423.8   909.4  3972.2  30275.7    30205  1775655306514  1775655316614
read      230.9    94.0    93.8   144.9   157.5   222.7   251.7   268.0   279.3   292.8   310.4   336.6   394.4   796.5  4110.3  30167.9    30210  1775655318127  1775655328231
read      234.3   102.2    93.8   148.2   161.1   225.8   254.5   270.6   282.4   295.5   313.5   340.0   397.6   682.6  4160.4  30273.8    30215  1775655329744  1775655339845
read      234.2    80.1    86.8   148.5   161.0   225.9   255.6   272.2   284.3   297.3   315.3   341.7   397.3   593.3  3058.1  30176.7    30220  1775655341357  1775655351458
read      231.3    83.9    93.8   145.8   158.7   223.2   251.9   268.3   279.9   293.7   311.6   338.1   395.9   598.4  3144.1  30309.3    30225  1775655352971  1775655363071
read      229.9    85.9    86.8   142.2   155.1   221.3   251.2   268.0   279.8   293.8   312.3   340.0   399.9   606.8  3169.4  30195.0    30230  1775655364585  1775655374689
read      235.1   102.1    86.8   147.7   160.4   225.6   255.5   272.3   284.8   298.4   316.8   344.0   401.8   710.8  3750.8  30274.8    30235  1775655376204  1775655386306
read      235.1    91.5    86.8   146.9   159.9   226.8   256.7   273.0   285.2   298.4   316.3   342.8   401.0   660.2  3756.2  30246.4    30240  1775655387820  1775655397922
