,timestamp,event,job,cores,timestamp_ms,timestamp_ms_norm_ms,timestamp_ms_norm_s
34,2026-05-10 11:52:19.187047,update_cores,blackscholes,"[1,3]",1778413939187,186089,186.089
35,2026-05-10 11:52:19.502245,update_cores,memcached,[0],1778413939502,186404,186.404
36,2026-05-10 11:52:19.518566,update_cores,blackscholes,"[1,2,3]",1778413939518,186420,186.42
37,2026-05-10 11:52:33.656939,end,blackscholes,,1778413953656,200558,200.558
38,2026-05-10 11:52:35.457307,start,canneal,"[1,2,3]",1778413955457,202359,202.359
39,2026-05-10 11:53:04.350294,update_cores,memcached,"[0,1,2]",1778413984350,231252,231.252
40,2026-05-10 11:53:04.380554,update_cores,canneal,[3],1778413984380,231282,231.282
41,2026-05-10 11:53:19.168663,update_cores,memcached,"[0,2]",1778413999168,246070,246.07
42,2026-05-10 11:53:19.186685,update_cores,canneal,"[1,3]",1778413999186,246088,246.088
43,2026-05-10 11:53:19.505307,update_cores,memcached,[0],1778413999505,246407,246.407
44,2026-05-10 11:53:19.523624,update_cores,canneal,"[1,2,3]",1778413999523,246425,246.425
45,2026-05-10 11:53:49.326046,update_cores,memcached,"[0,1,3]",1778414029326,276228,276.228
46,2026-05-10 11:53:49.342712,update_cores,canneal,[2],1778414029342,276244,276.244
47,2026-05-10 11:54:04.100851,update_cores,memcached,"[0,3]",1778414044100,291002,291.002
48,2026-05-10 11:54:04.111872,update_cores,canneal,"[1,2]",1778414044111,291013,291.013
49,2026-05-10 11:54:04.426843,update_cores,memcached,[0],1778414044426,291328,291.328
50,2026-05-10 11:54:04.439892,update_cores,canneal,"[1,2,3]",1778414044439,291341,291.341
51,2026-05-10 11:54:19.502192,update_cores,memcached,"[0,2,3]",1778414059502,306404,306.404
52,2026-05-10 11:54:19.517927,update_cores,canneal,[1],1778414059517,306419,306.419
53,2026-05-10 11:54:34.270837,update_cores,memcached,"[0,3]",1778414074270,321172,321.172
54,2026-05-10 11:54:34.284306,update_cores,canneal,"[1,2]",1778414074284,321186,321.186
55,2026-05-10 11:54:34.601035,update_cores,memcached,[0],1778414074601,321503,321.503
56,2026-05-10 11:54:34.613280,update_cores,canneal,"[3,1,2]",1778414074613,321515,321.515
57,2026-05-10 11:54:46.649933,end,canneal,,1778414086649,333551,333.551
58,2026-05-10 11:54:46.806919,start,freqmine,"[1,2,3]",1778414086806,333708,333.708
59,2026-05-10 11:54:49.241734,update_cores,memcached,"[0,1,2]",1778414089241,336143,336.143
60,2026-05-10 11:54:49.263555,update_cores,freqmine,[3],1778414089263,336165,336.165
61,2026-05-10 11:55:04.358713,update_cores,memcached,"[0,2]",1778414104358,351260,351.26
62,2026-05-10 11:55:04.379618,update_cores,freqmine,"[1,3]",1778414104379,351281,351.281
63,2026-05-10 11:55:20.653598,update_cores,memcached,"[0,2,3]",1778414120653,367555,367.555
64,2026-05-10 11:55:20.675811,update_cores,freqmine,[1],1778414120675,367577,367.577
65,2026-05-10 11:56:19.350766,update_cores,memcached,"[0,3]",1778414179350,426252,426.252
66,2026-05-10 11:56:19.365481,update_cores,freqmine,"[1,2]",1778414179365,426267,426.267
67,2026-05-10 11:56:37.735118,update_cores,memcached,"[0,1,3]",1778414197735,444637,444.637
68,2026-05-10 11:56:37.753875,update_cores,freqmine,[2],1778414197753,444655,444.655
69,2026-05-10 11:56:49.805258,update_cores,memcached,"[0,3]",1778414209805,456707,456.707
70,2026-05-10 11:56:49.820763,update_cores,freqmine,"[1,2]",1778414209820,456722,456.722
71,2026-05-10 11:57:34.352896,update_cores,memcached,[0],1778414254352,501254,501.254
72,2026-05-10 11:57:34.369607,update_cores,freqmine,"[3,1,2]",1778414254369,501271,501.271
73,2026-05-10 11:57:49.432582,update_cores,memcached,"[0,2,3]",1778414269432,516334,516.334
74,2026-05-10 11:57:49.449502,update_cores,freqmine,[1],1778414269449,516351,516.351
75,2026-05-10 11:59:04.387014,update_cores,memcached,"[0,3]",1778414344387,591289,591.289
76,2026-05-10 11:59:04.404125,update_cores,freqmine,"[2,1]",1778414344404,591306,591.306
77,2026-05-10 11:59:19.157400,update_cores,memcached,[0],1778414359157,606059,606.059
78,2026-05-10 11:59:19.170783,update_cores,freqmine,"[2,1,3]",1778414359170,606072,606.072
79,2026-05-10 11:59:34.236286,update_cores,memcached,"[0,1,3]",1778414374236,621138,621.138
80,2026-05-10 11:59:34.254609,update_cores,freqmine,[2],1778414374254,621156,621.156
81,2026-05-10 12:00:34.142256,update_cores,memcached,"[0,3]",1778414434142,681044,681.044
82,2026-05-10 12:00:34.156383,update_cores,freqmine,"[2,1]",1778414434156,681058,681.058
83,2026-05-10 12:00:35.075233,update_cores,memcached,[0],1778414435075,681977,681.977
84,2026-05-10 12:00:35.089670,update_cores,freqmine,"[2,1,3]",1778414435089,681991,681.991
85,2026-05-10 12:00:47.423155,end,freqmine,,1778414447423,694325,694.325
86,2026-05-10 12:00:47.584591,start,streamcluster,"[1,2,3]",1778414447584,694486,694.486
87,2026-05-10 12:00:49.410509,update_cores,memcached,"[0,1,2]",1778414449410,696312,696.312
88,2026-05-10 12:00:49.431324,update_cores,streamcluster,[3],1778414449431,696333,696.333
89,2026-05-10 12:01:20.788928,update_cores,memcached,"[0,2]",1778414480788,727690,727.69
90,2026-05-10 12:01:20.808835,update_cores,streamcluster,"[1,3]",1778414480808,727710,727.71
91,2026-05-10 12:02:19.849784,update_cores,memcached,"[0,2,3]",1778414539849,786751,786.751
92,2026-05-10 12:02:19.872725,update_cores,streamcluster,[1],1778414539872,786774,786.774
93,2026-05-10 12:03:19.161489,update_cores,memcached,"[0,3]",1778414599161,846063,846.063
94,2026-05-10 12:03:19.175788,update_cores,streamcluster,"[1,2]",1778414599175,846077,846.077
95,2026-05-10 12:03:19.490718,update_cores,memcached,[0],1778414599490,846392,846.392
96,2026-05-10 12:03:19.504753,update_cores,streamcluster,"[3,1,2]",1778414599504,846406,846.406
97,2026-05-10 12:04:04.362687,update_cores,memcached,"[0,3]",1778414644362,891264,891.264
98,2026-05-10 12:04:04.395916,update_cores,streamcluster,"[1,2]",1778414644395,891297,891.297
99,2026-05-10 12:04:19.457680,update_cores,memcached,[0],1778414659457,906359,906.359
100,2026-05-10 12:04:19.471577,update_cores,streamcluster,"[3,1,2]",1778414659471,906373,906.373
101,2026-05-10 12:04:34.234678,update_cores,memcached,"[0,1]",1778414674234,921136,921.136
102,2026-05-10 12:04:34.254095,update_cores,streamcluster,"[3,2]",1778414674254,921156,921.156
103,2026-05-10 12:04:34.580827,update_cores,memcached,"[0,1,2]",1778414674580,921482,921.482
104,2026-05-10 12:04:34.605449,update_cores,streamcluster,[3],1778414674605,921507,921.507
105,2026-05-10 12:04:49.391620,update_cores,memcached,"[0,2]",1778414689391,936293,936.293
106,2026-05-10 12:04:49.412504,update_cores,streamcluster,"[3,1]",1778414689412,936314,936.314
107,2026-05-10 12:04:49.734045,update_cores,memcached,[0],1778414689734,936636,936.636
108,2026-05-10 12:04:49.752610,update_cores,streamcluster,"[3,1,2]",1778414689752,936654,936.654
109,2026-05-10 12:05:04.216283,update_cores,memcached,"[0,3]",1778414704216,951118,951.118
110,2026-05-10 12:05:04.235401,update_cores,streamcluster,"[1,2]",1778414704235,951137,951.137
111,2026-05-10 12:05:04.558266,update_cores,memcached,"[0,1,3]",1778414704558,951460,951.46
112,2026-05-10 12:05:04.575636,update_cores,streamcluster,[2],1778414704575,951477,951.477
113,2026-05-10 12:05:25.655074,update_cores,memcached,"[0,3]",1778414725655,972557,972.557
114,2026-05-10 12:05:25.669530,update_cores,streamcluster,"[1,2]",1778414725669,972571,972.571
115,2026-05-10 12:05:34.420134,update_cores,memcached,[0],1778414734420,981322,981.322
116,2026-05-10 12:05:34.436624,update_cores,streamcluster,"[3,1,2]",1778414734436,981338,981.338
117,2026-05-10 12:05:49.204531,update_cores,memcached,"[0,2]",1778414749204,996106,996.106
118,2026-05-10 12:05:49.221272,update_cores,streamcluster,"[3,1]",1778414749221,996123,996.123
119,2026-05-10 12:05:49.542298,update_cores,memcached,"[0,2,3]",1778414749542,996444,996.444
120,2026-05-10 12:05:49.559177,update_cores,streamcluster,[1],1778414749559,996461,996.461
121,2026-05-10 12:06:21.453055,end,streamcluster,,1778414781453,1028355,1028.355
122,2026-05-10 12:06:21.768294,start,vips,[1],1778414781768,1028670,1028.67
123,2026-05-10 12:06:44.649182,update_cores,memcached,"[0,3]",1778414804649,1051551,1051.551
124,2026-05-10 12:06:44.665861,update_cores,vips,"[1,2]",1778414804665,1051567,1051.567
125,2026-05-10 12:06:45.283795,update_cores,memcached,[0],1778414805283,1052185,1052.185
126,2026-05-10 12:06:45.299382,update_cores,vips,"[1,2,3]",1778414805299,1052201,1052.201
127,2026-05-10 12:06:49.236590,update_cores,memcached,"[0,1,2]",1778414809236,1056138,1056.138
128,2026-05-10 12:06:49.254095,update_cores,vips,[3],1778414809254,1056156,1056.156
129,2026-05-10 12:07:35.977552,update_cores,memcached,"[0,2]",1778414855977,1102879,1102.879
130,2026-05-10 12:07:35.994687,update_cores,vips,"[1,3]",1778414855994,1102896,1102.896
131,2026-05-10 12:07:49.258173,update_cores,memcached,[0],1778414869258,1116160,1116.16
132,2026-05-10 12:07:49.276880,update_cores,vips,"[1,2,3]",1778414869276,1116178,1116.178
133,2026-05-10 12:07:51.382717,end,vips,,1778414871382,1118284,1118.284
134,2026-05-10 12:07:51.401764,update_cores,memcached,"[0,1,2,3]",1778414871401,1118303,1118.303
