,timestamp,event,job,cores,timestamp_ms,timestamp_ms_norm_ms,timestamp_ms_norm_s
29,2026-05-10 11:07:00.770254,update_cores,memcached,"[0,1,3]",1778411220770,124344,124.344
30,2026-05-10 11:07:00.811369,pause,barnes,,1778411220811,124385,124.385
31,2026-05-10 11:07:28.560982,update_cores,memcached,"[0,3]",1778411248560,152134,152.134
32,2026-05-10 11:07:28.591954,unpause,barnes,,1778411248591,152165,152.165
33,2026-05-10 11:07:28.609579,update_cores,barnes,"[1,2]",1778411248609,152183,152.183
34,2026-05-10 11:07:28.639614,pause,blackscholes,,1778411248639,152213,152.213
35,2026-05-10 11:07:43.396185,update_cores,memcached,[0],1778411263396,166970,166.97
36,2026-05-10 11:07:43.413385,unpause,blackscholes,,1778411263413,166987,166.987
37,2026-05-10 11:07:43.429488,update_cores,blackscholes,[3],1778411263429,167003,167.003
38,2026-05-10 11:07:44.030699,end,barnes,,1778411264030,167604,167.604
39,2026-05-10 11:07:44.049639,update_cores,blackscholes,"[1,2,3]",1778411264049,167623,167.623
40,2026-05-10 11:07:58.511577,update_cores,memcached,"[0,1,3]",1778411278511,182085,182.085
41,2026-05-10 11:07:58.532751,update_cores,blackscholes,[2],1778411278532,182106,182.106
42,2026-05-10 11:08:13.292859,update_cores,memcached,"[0,3]",1778411293292,196866,196.866
43,2026-05-10 11:08:13.306858,update_cores,blackscholes,"[1,2]",1778411293306,196880,196.88
44,2026-05-10 11:08:13.624182,update_cores,memcached,[0],1778411293624,197198,197.198
45,2026-05-10 11:08:13.638232,update_cores,blackscholes,"[1,2,3]",1778411293638,197212,197.212
46,2026-05-10 11:08:18.451198,end,blackscholes,,1778411298451,202025,202.025
47,2026-05-10 11:08:20.182198,start,canneal,"[1,2,3]",1778411300182,203756,203.756
48,2026-05-10 11:08:28.316494,update_cores,memcached,"[0,1]",1778411308316,211890,211.89
49,2026-05-10 11:08:28.331846,update_cores,canneal,"[2,3]",1778411308331,211905,211.905
50,2026-05-10 11:08:43.388927,update_cores,memcached,[0],1778411323388,226962,226.962
51,2026-05-10 11:08:43.401657,update_cores,canneal,"[1,2,3]",1778411323401,226975,226.975
52,2026-05-10 11:08:58.458884,update_cores,memcached,"[0,2,3]",1778411338458,242032,242.032
53,2026-05-10 11:08:58.480283,update_cores,canneal,[1],1778411338480,242054,242.054
54,2026-05-10 11:09:13.247538,update_cores,memcached,"[0,3]",1778411353247,256821,256.821
55,2026-05-10 11:09:13.261532,update_cores,canneal,"[1,2]",1778411353261,256835,256.835
56,2026-05-10 11:09:13.578516,update_cores,memcached,[0],1778411353578,257152,257.152
57,2026-05-10 11:09:13.592214,update_cores,canneal,"[3,1,2]",1778411353592,257166,257.166
58,2026-05-10 11:09:43.401333,update_cores,memcached,"[0,1,3]",1778411383401,286975,286.975
59,2026-05-10 11:09:43.424430,update_cores,canneal,[2],1778411383424,286998,286.998
60,2026-05-10 11:09:58.187217,update_cores,memcached,"[0,3]",1778411398187,301761,301.761
61,2026-05-10 11:09:58.200479,update_cores,canneal,"[1,2]",1778411398200,301774,301.774
62,2026-05-10 11:09:58.516661,update_cores,memcached,[0],1778411398516,302090,302.09
63,2026-05-10 11:09:58.529745,update_cores,canneal,"[3,1,2]",1778411398529,302103,302.103
64,2026-05-10 11:10:13.293776,update_cores,memcached,"[0,2]",1778411413293,316867,316.867
65,2026-05-10 11:10:13.314119,update_cores,canneal,"[3,1]",1778411413314,316888,316.888
66,2026-05-10 11:10:28.387854,update_cores,memcached,[0],1778411428387,331961,331.961
67,2026-05-10 11:10:28.401536,update_cores,canneal,"[3,1,2]",1778411428401,331975,331.975
68,2026-05-10 11:10:37.125477,end,canneal,,1778411437125,340699,340.699
69,2026-05-10 11:10:37.317469,start,freqmine,"[1,2,3]",1778411437317,340891,340.891
70,2026-05-10 11:10:43.360369,update_cores,memcached,"[0,1,2]",1778411443360,346934,346.934
71,2026-05-10 11:10:43.386633,update_cores,freqmine,[3],1778411443386,346960,346.96
72,2026-05-10 11:10:58.484895,update_cores,memcached,"[0,2]",1778411458484,362058,362.058
73,2026-05-10 11:10:58.504805,update_cores,freqmine,"[1,3]",1778411458504,362078,362.078
74,2026-05-10 11:11:13.580552,update_cores,memcached,"[0,2,3]",1778411473580,377154,377.154
75,2026-05-10 11:11:13.597680,update_cores,freqmine,[1],1778411473597,377171,377.171
76,2026-05-10 11:12:13.484594,update_cores,memcached,"[0,3]",1778411533484,437058,437.058
77,2026-05-10 11:12:13.499847,update_cores,freqmine,"[1,2]",1778411533499,437073,437.073
78,2026-05-10 11:12:30.968520,update_cores,memcached,"[0,1,3]",1778411550968,454542,454.542
79,2026-05-10 11:12:30.987792,update_cores,freqmine,[2],1778411550987,454561,454.561
80,2026-05-10 11:12:43.344695,update_cores,memcached,"[0,3]",1778411563344,466918,466.918
81,2026-05-10 11:12:43.359838,update_cores,freqmine,"[1,2]",1778411563359,466933,466.933
82,2026-05-10 11:13:28.199450,update_cores,memcached,[0],1778411608199,511773,511.773
83,2026-05-10 11:13:28.213883,update_cores,freqmine,"[3,1,2]",1778411608213,511787,511.787
84,2026-05-10 11:13:43.280935,update_cores,memcached,"[0,2,3]",1778411623280,526854,526.854
85,2026-05-10 11:13:43.302000,update_cores,freqmine,[1],1778411623302,526876,526.876
86,2026-05-10 11:14:58.259529,update_cores,memcached,"[0,3]",1778411698259,601833,601.833
87,2026-05-10 11:14:58.276123,update_cores,freqmine,"[2,1]",1778411698276,601850,601.85
88,2026-05-10 11:15:13.332430,update_cores,memcached,[0],1778411713332,616906,616.906
89,2026-05-10 11:15:13.347702,update_cores,freqmine,"[2,1,3]",1778411713347,616921,616.921
90,2026-05-10 11:15:28.410815,update_cores,memcached,"[0,1,3]",1778411728410,631984,631.984
91,2026-05-10 11:15:28.437154,update_cores,freqmine,[2],1778411728437,632011,632.011
92,2026-05-10 11:16:28.340955,update_cores,memcached,"[0,3]",1778411788340,691914,691.914
93,2026-05-10 11:16:28.358743,update_cores,freqmine,"[2,1]",1778411788358,691932,691.932
94,2026-05-10 11:16:28.977767,update_cores,memcached,[0],1778411788977,692551,692.551
95,2026-05-10 11:16:28.992373,update_cores,freqmine,"[2,1,3]",1778411788992,692566,692.566
96,2026-05-10 11:16:41.327789,end,freqmine,,1778411801327,704901,704.901
97,2026-05-10 11:16:41.498651,start,streamcluster,"[1,2,3]",1778411801498,705072,705.072
98,2026-05-10 11:16:43.325706,update_cores,memcached,"[0,1,2]",1778411803325,706899,706.899
99,2026-05-10 11:16:43.352557,update_cores,streamcluster,[3],1778411803352,706926,706.926
100,2026-05-10 11:17:14.720730,update_cores,memcached,"[0,2]",1778411834720,738294,738.294
101,2026-05-10 11:17:14.743593,update_cores,streamcluster,"[1,3]",1778411834743,738317,738.317
102,2026-05-10 11:18:17.702692,update_cores,memcached,"[0,2,3]",1778411897702,801276,801.276
103,2026-05-10 11:18:17.742608,update_cores,streamcluster,[1],1778411897742,801316,801.316
104,2026-05-10 11:19:13.431159,update_cores,memcached,"[0,3]",1778411953431,857005,857.005
105,2026-05-10 11:19:13.446248,update_cores,streamcluster,"[1,2]",1778411953446,857020,857.02
106,2026-05-10 11:19:13.763572,update_cores,memcached,[0],1778411953763,857337,857.337
107,2026-05-10 11:19:13.777926,update_cores,streamcluster,"[3,1,2]",1778411953777,857351,857.351
108,2026-05-10 11:19:58.333882,update_cores,memcached,"[0,3]",1778411998333,901907,901.907
109,2026-05-10 11:19:58.353083,update_cores,streamcluster,"[1,2]",1778411998353,901927,901.927
110,2026-05-10 11:20:13.415186,update_cores,memcached,[0],1778412013415,916989,916.989
111,2026-05-10 11:20:13.431511,update_cores,streamcluster,"[3,1,2]",1778412013431,917005,917.005
112,2026-05-10 11:20:28.503804,update_cores,memcached,"[0,1,2]",1778412028503,932077,932.077
113,2026-05-10 11:20:28.524353,update_cores,streamcluster,[3],1778412028524,932098,932.098
114,2026-05-10 11:20:43.317659,update_cores,memcached,"[0,2]",1778412043317,946891,946.891
115,2026-05-10 11:20:43.334595,update_cores,streamcluster,"[3,1]",1778412043334,946908,946.908
116,2026-05-10 11:20:43.658380,update_cores,memcached,[0],1778412043658,947232,947.232
117,2026-05-10 11:20:43.674563,update_cores,streamcluster,"[3,1,2]",1778412043674,947248,947.248
118,2026-05-10 11:20:58.445959,update_cores,memcached,"[0,1,3]",1778412058445,962019,962.019
119,2026-05-10 11:20:58.464770,update_cores,streamcluster,[2],1778412058464,962038,962.038
120,2026-05-10 11:21:14.734626,update_cores,memcached,"[0,3]",1778412074734,978308,978.308
121,2026-05-10 11:21:14.749172,update_cores,streamcluster,"[1,2]",1778412074749,978323,978.323
122,2026-05-10 11:21:28.303513,update_cores,memcached,[0],1778412088303,991877,991.877
123,2026-05-10 11:21:28.318738,update_cores,streamcluster,"[3,1,2]",1778412088318,991892,991.892
124,2026-05-10 11:21:43.391303,update_cores,memcached,"[0,2,3]",1778412103391,1006965,1006.965
125,2026-05-10 11:21:43.415038,update_cores,streamcluster,[1],1778412103415,1006989,1006.989
126,2026-05-10 11:22:13.509465,end,streamcluster,,1778412133509,1037083,1037.083
127,2026-05-10 11:22:13.785982,start,vips,[1],1778412133785,1037359,1037.359
128,2026-05-10 11:22:36.676905,update_cores,memcached,"[0,3]",1778412156676,1060250,1060.25
129,2026-05-10 11:22:36.691317,update_cores,vips,"[1,2]",1778412156691,1060265,1060.265
130,2026-05-10 11:22:37.007771,update_cores,memcached,[0],1778412157007,1060581,1060.581
131,2026-05-10 11:22:37.022455,update_cores,vips,"[1,2,3]",1778412157022,1060596,1060.596
132,2026-05-10 11:22:43.363353,update_cores,memcached,"[0,1,2]",1778412163363,1066937,1066.937
133,2026-05-10 11:22:43.383616,update_cores,vips,[3],1778412163383,1066957,1066.957
134,2026-05-10 11:23:28.322623,update_cores,memcached,"[0,2]",1778412208322,1111896,1111.896
135,2026-05-10 11:23:28.342607,update_cores,vips,"[1,3]",1778412208342,1111916,1111.916
136,2026-05-10 11:23:43.408574,update_cores,memcached,[0],1778412223408,1126982,1126.982
137,2026-05-10 11:23:43.426173,update_cores,vips,"[1,2,3]",1778412223426,1127000,1127.0
138,2026-05-10 11:23:44.027470,end,vips,,1778412224027,1127601,1127.601
139,2026-05-10 11:23:44.040931,update_cores,memcached,"[0,1,2,3]",1778412224040,1127614,1127.614
